"Plot Title:  20849250"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849250, SEN S/N: 20849250)","RH, % (LGR S/N: 20849250, SEN S/N: 20849250)","Coupler Detached (LGR S/N: 20849250)","End Of File (LGR S/N: 20849250)"
1020,09.06.20 klo 08.13.31 ip.,6.239,91.673,,
1021,09.06.20 klo 08.43.31 ip.,5.682,96.068,,
1022,09.06.20 klo 09.13.31 ip.,5.467,96.337,,
1023,09.06.20 klo 09.43.31 ip.,4.695,97.289,,
1024,09.06.20 klo 10.13.31 ip.,3.236,99.560,,
1025,09.06.20 klo 10.43.31 ip.,4.480,98.901,,
1026,09.06.20 klo 11.13.31 ip.,5.381,97.924,,
1027,09.06.20 klo 11.43.31 ip.,5.338,98.584,,
1028,09.07.20 klo 12.13.31 ap.,5.424,99.487,,
1029,09.07.20 klo 12.43.31 ap.,5.810,98.120,,
1030,09.07.20 klo 01.13.31 ap.,5.767,97.509,,
1031,09.07.20 klo 01.43.31 ap.,5.639,99.194,,
1032,09.07.20 klo 02.13.31 ap.,5.939,97.021,,
1033,09.07.20 klo 02.43.31 ap.,5.810,99.365,,
1034,09.07.20 klo 03.13.31 ap.,5.896,98.803,,
1035,09.07.20 klo 03.43.31 ap.,5.853,98.364,,
1036,09.07.20 klo 04.13.31 ap.,5.767,98.926,,
1037,09.07.20 klo 04.43.31 ap.,5.682,98.535,,
1038,09.07.20 klo 05.13.31 ap.,5.553,100.000,,
1039,09.07.20 klo 05.43.31 ap.,5.553,99.512,,
1040,09.07.20 klo 06.13.31 ap.,5.810,99.316,,
1041,09.07.20 klo 06.43.31 ap.,5.853,99.170,,
1042,09.07.20 klo 07.13.31 ap.,6.068,99.072,,
1043,09.07.20 klo 07.43.31 ap.,6.497,95.580,,
1044,09.07.20 klo 08.13.31 ap.,5.767,97.705,,
1045,09.07.20 klo 08.43.31 ap.,7.355,91.502,,
1046,09.07.20 klo 09.13.31 ap.,7.827,90.037,,
1047,09.07.20 klo 09.43.31 ap.,7.440,90.989,,
1048,09.07.20 klo 10.13.31 ap.,10.358,80.366,,
1049,09.07.20 klo 10.43.31 ap.,8.685,84.469,,
1050,09.07.20 klo 11.13.31 ap.,10.572,78.095,,
1051,09.07.20 klo 11.43.31 ap.,12.674,66.764,,
1052,09.07.20 klo 12.13.31 ip.,9.585,76.996,,
1053,09.07.20 klo 12.43.31 ip.,12.117,66.862,,
1054,09.07.20 klo 01.13.31 ip.,10.872,69.939,,
1055,09.07.20 klo 01.43.31 ip.,11.559,67.985,,
1056,09.07.20 klo 02.13.31 ip.,10.830,67.302,,
1057,09.07.20 klo 02.43.31 ip.,11.387,67.277,,
1058,09.07.20 klo 03.13.31 ip.,10.658,71.087,,
1059,09.07.20 klo 03.43.31 ip.,14.948,54.505,,
1060,09.07.20 klo 04.13.31 ip.,13.747,53.675,,
1061,09.07.20 klo 04.43.31 ip.,11.602,62.808,,
1062,09.07.20 klo 05.13.31 ip.,10.830,68.107,,
1063,09.07.20 klo 05.43.31 ip.,12.503,61.490,,
1064,09.07.20 klo 06.13.31 ip.,10.701,63.223,,
1065,09.07.20 klo 06.43.31 ip.,10.272,67.204,,
1066,09.07.20 klo 07.13.31 ip.,9.543,71.697,,
1067,09.07.20 klo 07.43.31 ip.,9.285,73.871,,
1068,09.07.20 klo 08.13.31 ip.,9.371,71.941,,
1069,09.07.20 klo 08.43.31 ip.,9.199,70.549,,
1070,09.07.20 klo 09.13.31 ip.,9.114,71.429,,
1071,09.07.20 klo 09.43.31 ip.,8.727,74.554,,
1072,09.07.20 klo 10.13.31 ip.,7.827,78.706,,
1073,09.07.20 klo 10.43.31 ip.,7.912,77.607,,
1074,09.07.20 klo 11.13.31 ip.,7.355,80.391,,
1075,09.07.20 klo 11.43.31 ip.,7.440,80.000,,
1076,09.08.20 klo 12.13.31 ap.,7.183,81.734,,
1077,09.08.20 klo 12.43.31 ap.,7.784,76.264,,
1078,09.08.20 klo 01.13.31 ap.,7.526,76.728,,
1079,09.08.20 klo 01.43.31 ap.,7.440,76.850,,
1080,09.08.20 klo 02.13.31 ap.,6.540,80.537,,
1081,09.08.20 klo 02.43.31 ap.,6.454,81.343,,
1082,09.08.20 klo 03.13.31 ap.,5.896,82.662,,
1083,09.08.20 klo 03.43.31 ap.,5.639,84.420,,
1084,09.08.20 klo 04.13.31 ap.,6.282,83.443,,
1085,09.08.20 klo 04.43.31 ap.,5.553,87.009,,
1086,09.08.20 klo 05.13.31 ap.,5.853,87.546,,
1087,09.08.20 klo 05.43.31 ap.,5.896,88.425,,
1088,09.08.20 klo 06.13.31 ap.,6.153,88.010,,
1089,09.08.20 klo 06.43.31 ap.,5.724,90.598,,
1090,09.08.20 klo 07.13.31 ap.,5.810,91.038,,
1091,09.08.20 klo 07.43.31 ap.,6.196,90.818,,
1092,09.08.20 klo 08.13.31 ap.,6.497,90.256,,
1093,09.08.20 klo 08.43.31 ap.,6.540,90.427,,
1094,09.08.20 klo 09.13.31 ap.,6.668,90.867,,
1095,09.08.20 klo 09.43.31 ap.,6.540,92.991,,
1096,09.08.20 klo 10.13.31 ap.,6.668,92.357,,
1097,09.08.20 klo 10.43.31 ap.,6.754,91.600,,
1098,09.08.20 klo 11.13.31 ap.,6.711,90.623,,
1099,09.08.20 klo 11.43.31 ap.,7.140,87.814,,
1100,09.08.20 klo 12.13.31 ip.,6.926,88.816,,
1101,09.08.20 klo 12.43.31 ip.,7.355,87.863,,
1102,09.08.20 klo 01.13.31 ip.,7.869,86.422,,
1103,09.08.20 klo 01.43.31 ip.,7.440,87.009,,
1104,09.08.20 klo 02.13.31 ip.,7.269,88.107,,
1105,09.08.20 klo 02.43.31 ip.,7.698,89.524,,
1106,09.08.20 klo 03.13.31 ip.,7.998,87.839,,
1107,09.08.20 klo 03.43.31 ip.,8.256,86.471,,
1108,09.08.20 klo 04.13.31 ip.,8.899,84.762,,
1109,09.08.20 klo 04.43.31 ip.,9.028,85.372,,
1110,09.08.20 klo 05.13.31 ip.,8.556,85.324,,
1111,09.08.20 klo 05.43.31 ip.,9.028,83.590,,
1112,09.08.20 klo 06.13.31 ip.,8.899,81.636,,
1113,09.08.20 klo 06.43.31 ip.,7.998,83.980,,
1114,09.08.20 klo 07.13.31 ip.,7.827,84.860,,
1115,09.08.20 klo 07.43.31 ip.,7.827,83.932,,
1116,09.08.20 klo 08.13.31 ip.,7.612,85.201,,
1117,09.08.20 klo 08.43.31 ip.,7.698,85.031,,
1118,09.08.20 klo 09.13.31 ip.,6.454,89.402,,
1119,09.08.20 klo 09.43.31 ip.,6.368,89.377,,
1120,09.08.20 klo 10.13.31 ip.,6.582,89.890,,
1121,09.08.20 klo 10.43.31 ip.,6.282,89.695,,
1122,09.08.20 klo 11.13.31 ip.,5.896,91.087,,
1123,09.08.20 klo 11.43.31 ip.,5.982,91.844,,
1124,09.09.20 klo 12.13.31 ap.,5.639,93.114,,
1125,09.09.20 klo 12.43.31 ap.,5.939,93.065,,
1126,09.09.20 klo 01.13.31 ap.,5.853,94.652,,
1127,09.09.20 klo 01.43.31 ap.,5.424,94.603,,
1128,09.09.20 klo 02.13.31 ap.,4.909,95.043,,
1129,09.09.20 klo 02.43.31 ap.,4.909,97.314,,
1130,09.09.20 klo 03.13.31 ap.,5.295,95.800,,
1131,09.09.20 klo 03.43.31 ap.,4.652,99.048,,
1132,09.09.20 klo 04.13.31 ap.,4.180,100.000,,
1133,09.09.20 klo 04.43.31 ap.,4.395,99.731,,
1134,09.09.20 klo 05.13.31 ap.,4.008,100.000,,
1135,09.09.20 klo 05.43.31 ap.,4.352,99.756,,
1136,09.09.20 klo 06.13.31 ap.,4.480,100.000,,
1137,09.09.20 klo 06.43.31 ap.,4.652,99.072,,
1138,09.09.20 klo 07.13.31 ap.,3.665,98.071,,
1139,09.09.20 klo 07.43.31 ap.,2.035,99.463,,
1140,09.09.20 klo 08.13.31 ap.,7.140,89.548,,
1141,09.09.20 klo 08.43.31 ap.,9.328,80.440,,
1142,09.09.20 klo 09.13.31 ap.,7.140,85.177,,
1143,09.09.20 klo 09.43.31 ap.,11.516,64.103,,
1144,09.09.20 klo 10.13.31 ap.,10.315,65.275,,
1145,09.09.20 klo 10.43.31 ap.,10.701,62.198,,
1146,09.09.20 klo 11.13.31 ap.,9.543,65.079,,
1147,09.09.20 klo 11.43.31 ap.,10.572,62.564,,
1148,09.09.20 klo 12.13.31 ip.,11.001,55.092,,
1149,09.09.20 klo 12.43.31 ip.,8.470,64.982,,
1150,09.09.20 klo 01.13.31 ip.,11.645,54.212,,
1151,09.09.20 klo 01.43.31 ip.,8.856,59.341,,
1152,09.09.20 klo 02.13.31 ip.,8.727,63.175,,
1153,09.09.20 klo 02.43.31 ip.,8.427,61.050,,
1154,09.09.20 klo 03.13.31 ip.,8.213,66.813,,
1155,09.09.20 klo 03.43.31 ip.,8.041,68.156,,
1156,09.09.20 klo 04.13.31 ip.,7.269,77.167,,
1157,09.09.20 klo 04.43.31 ip.,7.655,76.044,,
1158,09.09.20 klo 05.13.31 ip.,8.041,69.768,,
1159,09.09.20 klo 05.43.31 ip.,7.912,67.790,,
1160,09.09.20 klo 06.13.31 ip.,7.526,69.866,,
1161,09.09.20 klo 06.43.31 ip.,7.226,71.966,,
1162,09.09.20 klo 07.13.31 ip.,6.325,82.784,,
1163,09.09.20 klo 07.43.31 ip.,6.153,79.658,,
1164,09.09.20 klo 08.13.31 ip.,6.153,79.170,,
1165,09.09.20 klo 08.43.31 ip.,5.853,81.661,,
1166,09.09.20 klo 09.13.31 ip.,4.995,87.155,,
1167,09.09.20 klo 09.43.31 ip.,4.952,85.201,,
1168,09.09.20 klo 10.13.31 ip.,4.952,84.078,,
1169,09.09.20 klo 10.43.31 ip.,4.352,87.106,,
1170,09.09.20 klo 11.13.31 ip.,3.794,91.917,,
1171,09.09.20 klo 11.43.31 ip.,3.451,92.674,,
1172,09.10.20 klo 12.13.31 ap.,3.923,88.669,,
1173,09.10.20 klo 12.43.31 ap.,2.464,95.311,,
1174,09.10.20 klo 01.13.31 ap.,2.421,97.558,,
1175,09.10.20 klo 01.43.31 ap.,2.807,95.800,,
1176,09.10.20 klo 02.13.31 ap.,2.979,96.288,,
1177,09.10.20 klo 02.43.31 ap.,3.408,94.164,,
1178,09.10.20 klo 03.13.31 ap.,3.150,96.337,,
1179,09.10.20 klo 03.43.31 ap.,3.108,96.899,,
1180,09.10.20 klo 04.13.31 ap.,3.150,97.167,,
1181,09.10.20 klo 04.43.31 ap.,3.150,97.705,,
1182,09.10.20 klo 05.13.31 ap.,3.193,97.875,,
1183,09.10.20 klo 05.43.31 ap.,2.936,97.631,,
1184,09.10.20 klo 06.13.31 ap.,3.022,97.460,,
1185,09.10.20 klo 06.43.31 ap.,2.292,98.339,,
1186,09.10.20 klo 07.13.31 ap.,2.550,97.729,,
1187,09.10.20 klo 07.43.31 ap.,2.550,99.048,,
1188,09.10.20 klo 08.13.31 ap.,2.679,98.046,,
1189,09.10.20 klo 08.43.31 ap.,3.579,96.459,,
1190,09.10.20 klo 09.13.31 ap.,5.081,91.551,,
1191,09.10.20 klo 09.43.31 ap.,5.639,89.255,,
1192,09.10.20 klo 10.13.31 ap.,5.939,89.109,,
1193,09.10.20 klo 10.43.31 ap.,6.540,84.322,,
1194,09.10.20 klo 11.13.31 ap.,7.784,77.778,,
1195,09.10.20 klo 11.43.31 ap.,10.615,64.664,,
1196,09.10.20 klo 12.13.31 ip.,12.245,56.679,,
1197,09.10.20 klo 12.43.31 ip.,10.958,57.705,,
1198,09.10.20 klo 01.13.31 ip.,10.315,56.239,,
1199,09.10.20 klo 01.43.31 ip.,10.830,57.192,,
1200,09.10.20 klo 02.13.31 ip.,11.173,51.526,,
1201,09.10.20 klo 02.43.31 ip.,11.044,51.990,,
1202,09.10.20 klo 03.13.31 ip.,10.830,51.013,,
1203,09.10.20 klo 03.43.31 ip.,10.915,50.623,,
1204,09.10.20 klo 04.13.31 ip.,7.741,64.957,,
1205,09.10.20 klo 04.43.31 ip.,8.513,60.464,,
1206,09.10.20 klo 05.13.31 ip.,10.744,55.726,,
1207,09.10.20 klo 05.43.31 ip.,8.770,63.565,,
1208,09.10.20 klo 06.13.31 ip.,7.698,69.231,,
1209,09.10.20 klo 06.43.31 ip.,7.140,72.479,,
1210,09.10.20 klo 07.13.31 ip.,6.153,78.632,,
1211,09.10.20 klo 07.43.31 ip.,6.368,77.485,,
1212,09.10.20 klo 08.13.31 ip.,6.025,80.537,,
1213,09.10.20 klo 08.43.31 ip.,4.909,85.299,,
1214,09.10.20 klo 09.13.31 ip.,4.695,87.937,,
1215,09.10.20 klo 09.43.31 ip.,3.837,90.720,,
1216,09.10.20 klo 10.13.31 ip.,2.421,95.580,,
1217,09.10.20 klo 10.43.31 ip.,1.649,97.265,,
1218,09.10.20 klo 11.13.31 ip.,3.236,93.211,,
1219,09.10.20 klo 11.43.31 ip.,3.150,91.697,,
1220,09.11.20 klo 12.13.31 ap.,1.563,95.751,,
1221,09.11.20 klo 12.43.31 ap.,1.563,96.825,,
1222,09.11.20 klo 01.13.31 ap.,3.537,90.232,,
1223,09.11.20 klo 01.43.31 ap.,3.108,92.650,,
1224,09.11.20 klo 02.13.31 ap.,3.794,89.719,,
1225,09.11.20 klo 02.43.31 ap.,2.550,94.066,,
1226,09.11.20 klo 03.13.31 ap.,3.408,90.403,,
1227,09.11.20 klo 03.43.31 ap.,3.322,91.917,,
1228,09.11.20 klo 04.13.31 ap.,3.065,88.645,,
1229,09.11.20 klo 04.43.31 ap.,3.665,86.398,,
1230,09.11.20 klo 05.13.31 ap.,4.094,83.443,,
1231,09.11.20 klo 05.43.31 ap.,3.837,82.271,,
1232,09.11.20 klo 06.13.31 ap.,3.966,79.536,,
1233,09.11.20 klo 06.43.31 ap.,4.180,78.046,,
1234,09.11.20 klo 07.13.31 ap.,3.923,78.339,,
1235,09.11.20 klo 07.43.31 ap.,5.424,75.653,,
1236,09.11.20 klo 08.13.31 ap.,6.582,69.353,,
1237,09.11.20 klo 08.43.31 ap.,4.566,78.462,,
1238,09.11.20 klo 09.13.31 ap.,7.312,66.300,,
1239,09.11.20 klo 09.43.31 ap.,9.285,60.293,,
1240,09.11.20 klo 10.13.31 ap.,8.427,61.001,,
1241,09.11.20 klo 10.43.31 ap.,5.553,73.480,,
1242,09.11.20 klo 11.13.31 ap.,5.510,70.159,,
1243,09.11.20 klo 11.43.31 ap.,7.741,59.683,,
1244,09.11.20 klo 12.13.31 ip.,7.398,60.830,,
1245,09.11.20 klo 12.43.31 ip.,7.569,59.023,,
1246,09.11.20 klo 01.13.31 ip.,9.414,52.405,,
1247,09.11.20 klo 01.43.31 ip.,9.972,52.039,,
1248,09.11.20 klo 02.13.31 ip.,8.041,58.803,,
1249,09.11.20 klo 02.43.31 ip.,7.955,60.293,,
1250,09.11.20 klo 03.13.31 ip.,7.269,62.857,,
1251,09.11.20 klo 03.43.31 ip.,7.269,65.006,,
1252,09.11.20 klo 04.13.31 ip.,6.797,66.447,,
1253,09.11.20 klo 04.43.31 ip.,6.926,69.158,,
1254,09.11.20 klo 05.13.31 ip.,7.011,70.647,,
1255,09.11.20 klo 05.43.31 ip.,6.540,75.214,,
1256,09.11.20 klo 06.13.31 ip.,6.969,72.601,,
1257,09.11.20 klo 06.43.31 ip.,6.926,73.333,,
1258,09.11.20 klo 07.13.31 ip.,6.840,72.332,,
1259,09.11.20 klo 07.43.31 ip.,6.196,74.286,,
1260,09.11.20 klo 08.13.31 ip.,6.068,75.092,,
1261,09.11.20 klo 08.43.31 ip.,6.153,74.896,,
1262,09.11.20 klo 09.13.31 ip.,6.111,75.214,,
1263,09.11.20 klo 09.43.31 ip.,5.853,77.582,,
1264,09.11.20 klo 10.13.31 ip.,5.553,80.708,,
1265,09.11.20 klo 10.43.31 ip.,5.467,80.415,,
1266,09.11.20 klo 11.13.31 ip.,5.424,80.708,,
1267,09.11.20 klo 11.43.31 ip.,4.866,82.173,,
1268,09.12.20 klo 12.13.31 ap.,4.652,84.444,,
1269,09.12.20 klo 12.43.31 ap.,4.652,84.957,,
1270,09.12.20 klo 01.13.31 ap.,4.008,85.934,,
1271,09.12.20 klo 01.43.31 ap.,5.038,82.686,,
1272,09.12.20 klo 02.13.31 ap.,5.253,81.099,,
1273,09.12.20 klo 02.43.31 ap.,2.378,92.405,,
1274,09.12.20 klo 03.13.31 ap.,3.622,86.911,,
1275,09.12.20 klo 03.43.31 ap.,3.279,89.744,,
1276,09.12.20 klo 04.13.31 ap.,3.022,90.965,,
1277,09.12.20 klo 04.43.31 ap.,3.322,89.695,,
1278,09.12.20 klo 05.13.31 ap.,2.593,89.939,,
1279,09.12.20 klo 05.43.31 ap.,2.593,89.597,,
1280,09.12.20 klo 06.13.31 ap.,2.550,92.796,,
1281,09.12.20 klo 06.43.31 ap.,2.593,93.700,,
1282,09.12.20 klo 07.13.31 ap.,2.979,92.210,,
1283,09.12.20 klo 07.43.31 ap.,3.322,91.429,,
1284,09.12.20 klo 08.13.31 ap.,3.794,90.452,,
1285,09.12.20 klo 08.43.31 ap.,4.566,88.230,,
1286,09.12.20 klo 09.13.31 ap.,4.952,87.277,,
1287,09.12.20 klo 09.43.31 ap.,5.424,82.466,,
1288,09.12.20 klo 10.13.31 ap.,7.440,76.239,,
1289,09.12.20 klo 10.43.31 ap.,9.285,69.866,,
1290,09.12.20 klo 11.13.31 ap.,7.827,74.628,,
1291,09.12.20 klo 11.43.31 ap.,8.084,70.403,,
1292,09.12.20 klo 12.13.31 ip.,10.186,63.834,,
1293,09.12.20 klo 12.43.31 ip.,8.985,66.593,,
1294,09.12.20 klo 01.13.31 ip.,8.642,68.132,,
1295,09.12.20 klo 01.43.31 ip.,8.813,64.029,,
1296,09.12.20 klo 02.13.31 ip.,10.272,60.708,,
1297,09.12.20 klo 02.43.31 ip.,10.401,61.294,,
1298,09.12.20 klo 03.13.31 ip.,9.543,64.127,,
1299,09.12.20 klo 03.43.31 ip.,9.199,65.641,,
1300,09.12.20 klo 04.13.31 ip.,7.784,78.388,,
1301,09.12.20 klo 04.43.31 ip.,8.856,72.747,,
1302,09.12.20 klo 05.13.31 ip.,7.955,77.680,,
1303,09.12.20 klo 05.43.31 ip.,7.827,77.265,,
1304,09.12.20 klo 06.13.31 ip.,7.355,82.491,,
1305,09.12.20 klo 06.43.31 ip.,8.642,76.801,,
1306,09.12.20 klo 07.13.31 ip.,7.741,77.656,,
1307,09.12.20 klo 07.43.31 ip.,7.140,81.099,,
1308,09.12.20 klo 08.13.31 ip.,4.480,89.621,,
1309,09.12.20 klo 08.43.31 ip.,3.494,93.822,,
1310,09.12.20 klo 09.13.31 ip.,4.137,93.822,,
1311,09.12.20 klo 09.43.31 ip.,4.051,96.484,,
1312,09.12.20 klo 10.13.31 ip.,1.778,98.559,,
1313,09.12.20 klo 10.43.31 ip.,0.190,98.730,,
1314,09.12.20 klo 11.13.31 ip.,-0.367,98.730,,
1315,09.12.20 klo 11.43.31 ip.,0.104,99.902,,
1316,09.13.20 klo 12.13.31 ap.,-0.882,99.389,,
1317,09.13.20 klo 12.43.31 ap.,-0.839,99.927,,
1318,09.13.20 klo 01.13.31 ap.,-1.097,100.000,,
1319,09.13.20 klo 01.43.31 ap.,-1.440,100.000,,
1320,09.13.20 klo 02.13.31 ap.,-1.354,100.000,,
1321,09.13.20 klo 02.43.31 ap.,-1.612,100.000,,
1322,09.13.20 klo 03.13.31 ap.,-0.925,100.000,,
1323,09.13.20 klo 03.43.31 ap.,-2.083,100.000,,
1324,09.13.20 klo 04.13.31 ap.,-2.427,100.000,,
1325,09.13.20 klo 04.43.31 ap.,-2.169,100.000,,
1326,09.13.20 klo 05.13.31 ap.,-2.684,100.000,,
1327,09.13.20 klo 05.43.31 ap.,-3.027,100.000,,
1328,09.13.20 klo 06.13.31 ap.,-2.856,100.000,,
1329,09.13.20 klo 06.43.31 ap.,-3.285,100.000,,
1330,09.13.20 klo 07.13.31 ap.,-0.067,95.238,,
1331,09.13.20 klo 07.43.31 ap.,-0.153,94.701,,
1332,09.13.20 klo 08.13.31 ap.,2.721,88.962,,
1333,09.13.20 klo 08.43.31 ap.,4.824,81.050,,
1334,09.13.20 klo 09.13.31 ap.,9.628,67.863,,
1335,09.13.20 klo 09.43.31 ap.,9.371,72.650,,
1336,09.13.20 klo 10.13.31 ap.,8.127,71.990,,
1337,09.13.20 klo 10.43.31 ap.,8.170,70.574,,
1338,09.13.20 klo 11.13.31 ap.,10.057,68.571,,
1339,09.13.20 klo 11.43.31 ap.,11.301,61.050,,
1340,09.13.20 klo 12.13.31 ip.,11.344,58.974,,
1341,09.13.20 klo 12.43.31 ip.,12.331,55.433,,
1342,09.13.20 klo 01.13.31 ip.,10.100,62.686,,
1343,09.13.20 klo 01.43.31 ip.,11.387,59.707,,
1344,09.13.20 klo 02.13.31 ip.,10.272,65.568,,
1345,09.13.20 klo 02.43.31 ip.,9.628,66.545,,
1346,09.13.20 klo 03.13.31 ip.,9.714,68.669,,
1347,09.13.20 klo 03.43.31 ip.,9.285,67.497,,
1348,09.13.20 klo 04.13.31 ip.,9.199,70.501,,
1349,09.13.20 klo 04.43.31 ip.,9.114,70.354,,
1350,09.13.20 klo 05.13.31 ip.,10.358,65.739,,
1351,09.13.20 klo 05.43.31 ip.,9.242,63.785,,
1352,09.13.20 klo 06.13.31 ip.,9.929,61.734,,
1353,09.13.20 klo 06.43.31 ip.,7.827,70.159,,
1354,09.13.20 klo 07.13.31 ip.,6.454,76.899,,
1355,09.13.20 klo 07.43.31 ip.,6.068,78.437,,
1356,09.13.20 klo 08.13.31 ip.,5.896,80.269,,
1357,09.13.20 klo 08.43.31 ip.,5.982,80.952,,
1358,09.13.20 klo 09.13.31 ip.,5.338,82.515,,
1359,09.13.20 klo 09.43.31 ip.,4.695,86.911,,
1360,09.13.20 klo 10.13.31 ip.,5.081,84.982,,
1361,09.13.20 klo 10.43.31 ip.,2.979,93.162,,
1362,09.13.20 klo 11.13.31 ip.,0.619,93.187,,
1363,09.13.20 klo 11.43.31 ip.,-0.839,98.632,,
1364,09.14.20 klo 12.13.31 ap.,-0.539,99.316,,
1365,09.14.20 klo 12.43.31 ap.,-0.968,99.414,,
1366,09.14.20 klo 01.13.31 ap.,-1.311,99.560,,
1367,09.14.20 klo 01.43.31 ap.,-1.397,99.927,,
1368,09.14.20 klo 02.13.31 ap.,-1.311,100.000,,
1369,09.14.20 klo 02.43.31 ap.,-1.054,100.000,,
1370,09.14.20 klo 03.13.31 ap.,-1.311,100.000,,
1371,09.14.20 klo 03.43.31 ap.,-1.097,100.000,,
1372,09.14.20 klo 04.13.31 ap.,-1.697,100.000,,
1373,09.14.20 klo 04.43.31 ap.,-0.024,100.000,,
1374,09.14.20 klo 05.13.31 ap.,0.705,100.000,,
1375,09.14.20 klo 05.43.31 ap.,1.177,100.000,,
1376,09.14.20 klo 06.13.31 ap.,3.622,100.000,,
1377,09.14.20 klo 06.43.31 ap.,3.923,100.000,,
1378,09.14.20 klo 07.13.31 ap.,3.579,97.875,,
1379,09.14.20 klo 07.43.31 ap.,3.537,98.315,,
1380,09.14.20 klo 08.13.31 ap.,3.622,98.632,,
1381,09.14.20 klo 08.43.31 ap.,4.094,97.241,,
1382,09.14.20 klo 09.13.31 ap.,4.352,94.408,,
1383,09.14.20 klo 09.43.31 ap.,4.266,91.087,,
1384,09.14.20 klo 10.13.31 ap.,4.395,91.673,,
1385,09.14.20 klo 10.43.31 ap.,4.824,90.427,,
1386,09.14.20 klo 11.13.31 ap.,5.553,89.768,,
1387,09.14.20 klo 11.43.31 ap.,5.810,87.741,,
1388,09.14.20 klo 12.13.31 ip.,6.111,85.836,,
1389,09.14.20 klo 12.43.31 ip.,6.926,83.321,,
1390,09.14.20 klo 01.13.31 ip.,7.526,81.612,,
1391,09.14.20 klo 01.43.31 ip.,10.572,68.059,,
1392,09.14.20 klo 02.13.31 ip.,6.068,83.101,,
1393,09.14.20 klo 02.43.31 ip.,6.368,82.979,,
1394,09.14.20 klo 03.13.31 ip.,6.840,83.248,,
1395,09.14.20 klo 03.43.31 ip.,7.398,82.369,,
1396,09.14.20 klo 04.13.31 ip.,7.483,78.535,,
1397,09.14.20 klo 04.43.31 ip.,6.883,78.364,,
1398,09.14.20 klo 05.13.31 ip.,7.269,79.072,,
1399,09.14.20 klo 05.43.31 ip.,6.754,81.441,,
1400,09.14.20 klo 06.13.31 ip.,6.325,81.490,,
1401,09.14.20 klo 06.43.31 ip.,6.625,81.392,,
1402,09.14.20 klo 07.13.31 ip.,5.639,85.446,,
1403,09.14.20 klo 07.43.31 ip.,4.824,89.524,,
1404,09.14.20 klo 08.13.31 ip.,4.137,93.871,,
1405,09.14.20 klo 08.43.31 ip.,4.609,92.186,,
1406,09.14.20 klo 09.13.31 ip.,4.652,93.211,,
1407,09.14.20 klo 09.43.31 ip.,3.794,96.093,,
1408,09.14.20 klo 10.13.31 ip.,3.751,97.436,,
1409,09.14.20 klo 10.43.31 ip.,3.494,95.849,,
1410,09.14.20 klo 11.13.31 ip.,2.207,98.339,,
1411,09.14.20 klo 11.43.31 ip.,2.893,95.629,,
1412,09.15.20 klo 12.13.31 ap.,1.735,99.414,,
1413,09.15.20 klo 12.43.31 ap.,1.820,97.631,,
1414,09.15.20 klo 01.13.31 ap.,1.349,99.609,,
1415,09.15.20 klo 01.43.31 ap.,1.649,99.438,,
1416,09.15.20 klo 02.13.31 ap.,2.979,99.389,,
1417,09.15.20 klo 02.43.31 ap.,3.494,98.706,,
1418,09.15.20 klo 03.13.31 ap.,3.365,98.657,,
1419,09.15.20 klo 03.43.31 ap.,3.837,97.094,,
1420,09.15.20 klo 04.13.31 ap.,3.537,98.877,,
1421,09.15.20 klo 04.43.31 ap.,3.923,98.730,,
1422,09.15.20 klo 05.13.31 ap.,3.065,99.316,,
1423,09.15.20 klo 05.43.31 ap.,3.537,99.048,,
1424,09.15.20 klo 06.13.31 ap.,3.322,99.316,,
1425,09.15.20 klo 06.43.31 ap.,3.365,99.243,,
1426,09.15.20 klo 07.13.31 ap.,3.279,100.000,,
1427,09.15.20 klo 07.43.31 ap.,3.494,99.780,,
1428,09.15.20 klo 08.13.31 ap.,4.180,94.115,,
1429,09.15.20 klo 08.43.31 ap.,4.094,96.825,,
1430,09.15.20 klo 09.13.31 ap.,5.038,94.847,,
1431,09.15.20 klo 09.43.31 ap.,5.295,92.747,,
1432,09.15.20 klo 10.13.31 ap.,5.767,90.061,,
1433,09.15.20 klo 10.43.31 ap.,6.282,86.886,,
1434,09.15.20 klo 11.13.31 ap.,6.625,83.785,,
1435,09.15.20 klo 11.43.31 ap.,6.969,81.832,,
1436,09.15.20 klo 12.13.31 ip.,7.183,79.878,,
1437,09.15.20 klo 12.43.31 ip.,9.886,62.247,,
1438,09.15.20 klo 01.13.31 ip.,8.298,59.512,,
1439,09.15.20 klo 01.43.31 ip.,7.569,67.741,,
1440,09.15.20 klo 02.13.31 ip.,7.784,67.839,,
1441,09.15.20 klo 02.43.31 ip.,10.787,56.947,,
1442,09.15.20 klo 03.13.31 ip.,9.328,60.537,,
1443,09.15.20 klo 03.43.31 ip.,9.371,60.269,,
1444,09.15.20 klo 04.13.31 ip.,9.199,63.468,,
1445,09.15.20 klo 04.43.31 ip.,7.569,74.725,,
1446,09.15.20 klo 05.13.31 ip.,8.770,63.932,,
1447,09.15.20 klo 05.43.31 ip.,7.955,70.134,,
1448,09.15.20 klo 06.13.31 ip.,7.269,72.527,,
1449,09.15.20 klo 06.43.31 ip.,6.411,79.219,,
1450,09.15.20 klo 07.13.31 ip.,5.038,85.836,,
1451,09.15.20 klo 07.43.31 ip.,5.210,83.443,,
