"Plot Title:  20849239"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849239, SEN S/N: 20849239)","RH, % (LGR S/N: 20849239, SEN S/N: 20849239)","Coupler Detached (LGR S/N: 20849239)","Bad Battery (LGR S/N: 20849239)","Coupler Attached (LGR S/N: 20849239)","Host Connected (LGR S/N: 20849239)","Stopped (LGR S/N: 20849239)","End Of File (LGR S/N: 20849239)"
12878,05.11.21 klo 09.33.22 ip.,14.047,65.275,,,,,,
12879,05.11.21 klo 10.03.22 ip.,12.546,71.062,,,,,,
12880,05.11.21 klo 10.33.22 ip.,12.503,70.965,,,,,,
12881,05.11.21 klo 11.03.22 ip.,12.159,72.357,,,,,,
12882,05.11.21 klo 11.33.22 ip.,10.701,80.317,,,,,,
12883,05.12.21 klo 12.03.22 ap.,10.486,84.713,,,,,,
12884,05.12.21 klo 12.33.22 ap.,11.430,80.049,,,,,,
12885,05.12.21 klo 01.03.22 ap.,9.972,85.812,,,,,,
12886,05.12.21 klo 01.33.22 ap.,9.199,88.620,,,,,,
12887,05.12.21 klo 02.03.22 ap.,8.685,88.718,,,,,,
12888,05.12.21 klo 02.33.22 ap.,8.170,92.137,,,,,,
12889,05.12.21 klo 03.03.22 ap.,7.955,93.162,,,,,,
12890,05.12.21 klo 03.33.22 ap.,7.698,93.919,,,,,,
12891,05.12.21 klo 04.03.22 ap.,7.612,94.090,,,,,,
12892,05.12.21 klo 04.33.22 ap.,7.526,94.603,,,,,,
12893,05.12.21 klo 05.03.22 ap.,7.226,94.359,,,,,,
12894,05.12.21 klo 05.33.22 ap.,6.883,95.287,,,,,,
12895,05.12.21 klo 06.03.22 ap.,7.011,94.530,,,,,,
12896,05.12.21 klo 06.33.22 ap.,6.625,96.386,,,,,,
12897,05.12.21 klo 07.03.22 ap.,6.282,97.949,,,,,,
12898,05.12.21 klo 07.33.22 ap.,5.896,97.705,,,,,,
12899,05.12.21 klo 08.03.22 ap.,5.682,97.534,,,,,,
12900,05.12.21 klo 08.33.22 ap.,5.682,97.289,,,,,,
12901,05.12.21 klo 09.03.22 ap.,5.510,97.827,,,,,,
12902,05.12.21 klo 09.33.22 ap.,5.381,97.558,,,,,,
12903,05.12.21 klo 10.03.22 ap.,5.338,97.387,,,,,,
12904,05.12.21 klo 10.33.22 ap.,5.295,97.900,,,,,,
12905,05.12.21 klo 11.03.22 ap.,5.253,97.875,,,,,,
12906,05.12.21 klo 11.33.22 ap.,5.295,97.973,,,,,,
12907,05.12.21 klo 12.03.22 ip.,5.295,97.485,,,,,,
12908,05.12.21 klo 12.33.22 ip.,5.639,96.899,,,,,,
12909,05.12.21 klo 01.03.22 ip.,5.939,94.847,,,,,,
12910,05.12.21 klo 01.33.22 ip.,6.153,93.773,,,,,,
12911,05.12.21 klo 02.03.22 ip.,6.111,93.724,,,,,,
12912,05.12.21 klo 02.33.22 ip.,6.540,92.430,,,,,,
12913,05.12.21 klo 03.03.22 ip.,7.955,86.691,,,,,,
12914,05.12.21 klo 03.33.22 ip.,8.256,83.516,,,,,,
12915,05.12.21 klo 04.03.22 ip.,8.556,83.639,,,,,,
12916,05.12.21 klo 04.33.22 ip.,9.156,79.878,,,,,,
12917,05.12.21 klo 05.03.22 ip.,9.843,77.118,,,,,,
12918,05.12.21 klo 05.33.22 ip.,9.457,76.313,,,,,,
12919,05.12.21 klo 06.03.22 ip.,10.143,74.847,,,,,,
12920,05.12.21 klo 06.33.22 ip.,12.074,68.596,,,,,,
12921,05.12.21 klo 07.03.22 ip.,10.658,69.670,,,,,,
12922,05.12.21 klo 07.33.22 ip.,10.915,72.821,,,,,,
12923,05.12.21 klo 08.03.22 ip.,12.374,65.372,,,,,,
12924,05.12.21 klo 08.33.22 ip.,11.945,65.031,,,,,,
12925,05.12.21 klo 09.03.22 ip.,12.374,66.716,,,,,,
12926,05.12.21 klo 09.33.22 ip.,13.618,62.393,,,,,,
12927,05.12.21 klo 10.03.22 ip.,13.318,63.175,,,,,,
12928,05.12.21 klo 10.33.22 ip.,11.730,72.723,,,,,,
12929,05.12.21 klo 11.03.22 ip.,11.902,68.962,,,,,,
12930,05.12.21 klo 11.33.22 ip.,11.559,68.083,,,,,,
12931,05.13.21 klo 12.03.22 ap.,11.301,71.282,,,,,,
12932,05.13.21 klo 12.33.22 ap.,11.001,76.361,,,,,,
12933,05.13.21 klo 01.03.22 ap.,10.915,73.822,,,,,,
12934,05.13.21 klo 01.33.22 ap.,8.942,85.861,,,,,,
12935,05.13.21 klo 02.03.22 ap.,7.526,89.744,,,,,,
12936,05.13.21 klo 02.33.22 ap.,6.625,92.918,,,,,,
12937,05.13.21 klo 03.03.22 ap.,6.582,94.261,,,,,,
12938,05.13.21 klo 03.33.22 ap.,6.926,93.993,,,,,,
12939,05.13.21 klo 04.03.22 ap.,6.153,95.116,,,,,,
12940,05.13.21 klo 04.33.22 ap.,5.081,96.825,,,,,,
12941,05.13.21 klo 05.03.22 ap.,4.609,97.631,,,,,,
12942,05.13.21 klo 05.33.22 ap.,5.253,98.803,,,,,,
12943,05.13.21 klo 06.03.22 ap.,5.424,98.535,,,,,,
12944,05.13.21 klo 06.33.22 ap.,5.682,98.852,,,,,,
12945,05.13.21 klo 07.03.22 ap.,5.510,99.096,,,,,,
12946,05.13.21 klo 07.33.22 ap.,5.467,99.219,,,,,,
12947,05.13.21 klo 08.03.22 ap.,5.338,99.536,,,,,,
12948,05.13.21 klo 08.33.22 ap.,5.295,100.000,,,,,,
12949,05.13.21 klo 09.03.22 ap.,5.467,100.000,,,,,,
12950,05.13.21 klo 09.33.22 ap.,5.553,100.000,,,,,,
12951,05.13.21 klo 10.03.22 ap.,5.081,99.927,,,,,,
12952,05.13.21 klo 10.33.22 ap.,5.210,99.976,,,,,,
12953,05.13.21 klo 11.03.22 ap.,5.081,99.878,,,,,,
12954,05.13.21 klo 11.33.22 ap.,5.210,99.902,,,,,,
12955,05.13.21 klo 12.03.22 ip.,5.295,99.756,,,,,,
12956,05.13.21 klo 12.33.22 ip.,5.639,99.487,,,,,,
12957,05.13.21 klo 01.03.22 ip.,6.025,98.022,,,,,,
12958,05.13.21 klo 01.33.22 ip.,6.668,95.995,,,,,,
12959,05.13.21 klo 02.03.22 ip.,7.398,91.990,,,,,,
12960,05.13.21 klo 02.33.22 ip.,8.985,88.254,,,,,,
12961,05.13.21 klo 03.03.22 ip.,10.057,84.664,,,,,,
12962,05.13.21 klo 03.33.22 ip.,12.374,72.405,,,,,,
12963,05.13.21 klo 04.03.22 ip.,12.803,69.792,,,,,,
12964,05.13.21 klo 04.33.22 ip.,13.275,71.795,,,,,,
12965,05.13.21 klo 05.03.22 ip.,13.404,70.623,,,,,,
12966,05.13.21 klo 05.33.22 ip.,13.017,70.672,,,,,,
12967,05.13.21 klo 06.03.22 ip.,12.074,73.114,,,,,,
12968,05.13.21 klo 06.33.22 ip.,11.730,76.923,,,,,,
12969,05.13.21 klo 07.03.22 ip.,15.463,64.689,,,,,,
12970,05.13.21 klo 07.33.22 ip.,15.849,62.125,,,,,,
12971,05.13.21 klo 08.03.22 ip.,15.163,60.684,,,,,,
12972,05.13.21 klo 08.33.22 ip.,13.275,69.158,,,,,,
12973,05.13.21 klo 09.03.22 ip.,13.275,68.767,,,,,,
12974,05.13.21 klo 09.33.22 ip.,13.918,63.663,,,,,,
12975,05.13.21 klo 10.03.22 ip.,13.532,69.719,,,,,,
12976,05.13.21 klo 10.33.22 ip.,15.935,58.242,,,,,,
12977,05.13.21 klo 11.03.22 ip.,14.390,65.348,,,,,,
12978,05.13.21 klo 11.33.22 ip.,12.674,71.966,,,,,,
12979,05.14.21 klo 12.03.22 ap.,12.760,72.991,,,,,,
12980,05.14.21 klo 12.33.22 ap.,13.189,73.016,,,,,,
12981,05.14.21 klo 01.03.22 ap.,11.516,77.656,,,,,,
12982,05.14.21 klo 01.33.22 ap.,10.057,83.565,,,,,,
12983,05.14.21 klo 02.03.22 ap.,8.642,90.110,,,,,,
12984,05.14.21 klo 02.33.22 ap.,7.054,92.845,,,,,,
12985,05.14.21 klo 03.03.22 ap.,6.282,96.484,,,,,,
12986,05.14.21 klo 03.33.22 ap.,6.111,96.484,,,,,,
12987,05.14.21 klo 04.03.22 ap.,6.497,96.947,,,,,,
12988,05.14.21 klo 04.33.22 ap.,6.239,96.532,,,,,,
12989,05.14.21 klo 05.03.22 ap.,5.682,97.314,,,,,,
12990,05.14.21 klo 05.33.22 ap.,6.582,96.899,,,,,,
12991,05.14.21 klo 06.03.22 ap.,6.754,96.068,,,,,,
12992,05.14.21 klo 06.33.22 ap.,7.269,94.261,,,,,,
12993,05.14.21 klo 07.03.22 ap.,7.827,88.938,,,,,,
12994,05.14.21 klo 07.33.22 ap.,8.170,87.741,,,,,,
12995,05.14.21 klo 08.03.22 ap.,8.041,87.179,,,,,,
12996,05.14.21 klo 08.33.22 ap.,8.213,87.546,,,,,,
12997,05.14.21 klo 09.03.22 ap.,7.827,87.546,,,,,,
12998,05.14.21 klo 09.33.22 ap.,7.483,88.498,,,,,,
12999,05.14.21 klo 10.03.22 ap.,6.711,88.547,,,,,,
13000,05.14.21 klo 10.33.22 ap.,6.411,88.669,,,,,,
13001,05.14.21 klo 11.03.22 ap.,6.454,92.259,,,,,,
13002,05.14.21 klo 11.33.22 ap.,6.625,94.286,,,,,,
13003,05.14.21 klo 12.03.22 ip.,7.398,89.060,,,,,,
13004,05.14.21 klo 12.33.22 ip.,8.041,89.084,,,,,,
13005,05.14.21 klo 01.03.22 ip.,8.642,85.836,,,,,,
13006,05.14.21 klo 01.33.22 ip.,9.500,83.370,,,,,,
13007,05.14.21 klo 02.03.22 ip.,9.543,76.264,,,,,,
13008,05.14.21 klo 02.33.22 ip.,10.744,77.094,,,,,,
13009,05.14.21 klo 03.03.22 ip.,10.701,74.237,,,,,,
13010,05.14.21 klo 03.33.22 ip.,11.430,68.156,,,,,,
13011,05.14.21 klo 04.03.22 ip.,11.130,66.984,,,,,,
13012,05.14.21 klo 04.33.22 ip.,11.087,68.767,,,,,,
13013,05.14.21 klo 05.03.22 ip.,11.130,67.814,,,,,,
13014,05.14.21 klo 05.33.22 ip.,10.572,69.206,,,,,,
13015,05.14.21 klo 06.03.22 ip.,9.972,73.675,,,,,,
13016,05.14.21 klo 06.33.22 ip.,10.186,79.219,,,,,,
13017,05.14.21 klo 07.03.22 ip.,9.500,88.645,,,,,,
13018,05.14.21 klo 07.33.22 ip.,8.942,90.427,,,,,,
13019,05.14.21 klo 08.03.22 ip.,8.899,90.427,,,,,,
13020,05.14.21 klo 08.33.22 ip.,8.298,92.674,,,,,,
13021,05.14.21 klo 09.03.22 ip.,8.642,91.209,,,,,,
13022,05.14.21 klo 09.33.22 ip.,8.513,92.357,,,,,,
13023,05.14.21 klo 10.03.22 ip.,8.642,93.748,,,,,,
13024,05.14.21 klo 10.33.22 ip.,8.727,94.994,,,,,,
13025,05.14.21 klo 11.03.22 ip.,8.942,94.042,,,,,,
13026,05.14.21 klo 11.33.22 ip.,9.114,94.139,,,,,,
13027,05.15.21 klo 12.03.22 ap.,8.942,94.628,,,,,,
13028,05.15.21 klo 12.33.22 ap.,8.856,94.628,,,,,,
13029,05.15.21 klo 01.03.22 ap.,8.899,93.968,,,,,,
13030,05.15.21 klo 01.33.22 ap.,8.727,94.921,,,,,,
13031,05.15.21 klo 02.03.22 ap.,8.770,94.579,,,,,,
13032,05.15.21 klo 02.33.22 ap.,8.685,95.751,,,,,,
13033,05.15.21 klo 03.03.22 ap.,8.599,95.678,,,,,,
13034,05.15.21 klo 03.33.22 ap.,8.599,94.945,,,,,,
13035,05.15.21 klo 04.03.22 ap.,8.599,94.408,,,,,,
13036,05.15.21 klo 04.33.22 ap.,8.513,95.946,,,,,,
13037,05.15.21 klo 05.03.22 ap.,8.384,96.313,,,,,,
13038,05.15.21 klo 05.33.22 ap.,8.427,95.263,,,,,,
13039,05.15.21 klo 06.03.22 ap.,8.384,95.653,,,,,,
13040,05.15.21 klo 06.33.22 ap.,8.384,94.676,,,,,,
13041,05.15.21 klo 07.03.22 ap.,8.470,93.675,,,,,,
13042,05.15.21 klo 07.33.22 ap.,8.642,93.480,,,,,,
13043,05.15.21 klo 08.03.22 ap.,8.685,93.993,,,,,,
13044,05.15.21 klo 08.33.22 ap.,8.513,94.408,,,,,,
13045,05.15.21 klo 09.03.22 ap.,8.513,90.891,,,,,,
13046,05.15.21 klo 09.33.22 ap.,8.384,92.479,,,,,,
13047,05.15.21 klo 10.03.22 ap.,8.513,91.868,,,,,,
13048,05.15.21 klo 10.33.22 ap.,8.213,94.872,,,,,,
13049,05.15.21 klo 11.03.22 ap.,8.041,97.338,,,,,,
13050,05.15.21 klo 11.33.22 ap.,7.998,97.949,,,,,,
13051,05.15.21 klo 12.03.22 ip.,8.256,96.825,,,,,,
13052,05.15.21 klo 12.33.22 ip.,7.869,98.291,,,,,,
13053,05.15.21 klo 01.03.22 ip.,8.127,98.755,,,,,,
13054,05.15.21 klo 01.33.22 ip.,8.041,99.292,,,,,,
13055,05.15.21 klo 02.03.22 ip.,8.599,98.291,,,,,,
13056,05.15.21 klo 02.33.22 ip.,8.856,97.387,,,,,,
13057,05.15.21 klo 03.03.22 ip.,8.685,97.338,,,,,,
13058,05.15.21 klo 03.33.22 ip.,8.556,98.144,,,,,,
13059,05.15.21 klo 04.03.22 ip.,8.770,98.828,,,,,,
13060,05.15.21 klo 04.33.22 ip.,9.671,97.143,,,,,,
13061,05.15.21 klo 05.03.22 ip.,10.529,93.626,,,,,,
13062,05.15.21 klo 05.33.22 ip.,9.800,90.501,,,,,,
13063,05.15.21 klo 06.03.22 ip.,9.628,92.601,,,,,,
13064,05.15.21 klo 06.33.22 ip.,9.585,94.872,,,,,,
13065,05.15.21 klo 07.03.22 ip.,9.628,94.286,,,,,,
13066,05.15.21 klo 07.33.22 ip.,9.929,95.824,,,,,,
13067,05.15.21 klo 08.03.22 ip.,10.100,92.723,,,,,,
13068,05.15.21 klo 08.33.22 ip.,10.315,92.918,,,,,,
13069,05.15.21 klo 09.03.22 ip.,10.787,91.966,,,,,,
13070,05.15.21 klo 09.33.22 ip.,10.358,92.186,,,,,,
13071,05.15.21 klo 10.03.22 ip.,10.272,94.530,,,,,,
13072,05.15.21 klo 10.33.22 ip.,10.358,97.998,,,,,,
13073,05.15.21 klo 11.03.22 ip.,10.272,95.726,,,,,,
13074,05.15.21 klo 11.33.22 ip.,10.186,96.923,,,,,,
13075,05.16.21 klo 12.03.22 ap.,10.272,97.436,,,,,,
13076,05.16.21 klo 12.33.22 ap.,10.143,93.797,,,,,,
13077,05.16.21 klo 01.03.22 ap.,9.843,95.287,,,,,,
13078,05.16.21 klo 01.33.22 ap.,9.500,96.630,,,,,,
13079,05.16.21 klo 02.03.22 ap.,9.500,97.192,,,,,,
13080,05.16.21 klo 02.33.22 ap.,9.199,98.168,,,,,,
13081,05.16.21 klo 03.03.22 ap.,9.071,98.901,,,,,,
13082,05.16.21 klo 03.33.22 ap.,8.942,99.487,,,,,,
13083,05.16.21 klo 04.03.22 ap.,8.942,98.926,,,,,,
13084,05.16.21 klo 04.33.22 ap.,8.770,99.512,,,,,,
13085,05.16.21 klo 05.03.22 ap.,8.685,100.000,,,,,,
13086,05.16.21 klo 05.33.22 ap.,8.685,100.000,,,,,,
13087,05.16.21 klo 06.03.22 ap.,8.556,100.000,,,,,,
13088,05.16.21 klo 06.33.22 ap.,8.470,100.000,,,,,,
13089,05.16.21 klo 07.03.22 ap.,8.513,100.000,,,,,,
13090,05.16.21 klo 07.33.22 ap.,8.470,100.000,,,,,,
13091,05.16.21 klo 08.03.22 ap.,8.513,100.000,,,,,,
13092,05.16.21 klo 08.33.22 ap.,8.384,100.000,,,,,,
13093,05.16.21 klo 09.03.22 ap.,8.384,100.000,,,,,,
13094,05.16.21 klo 09.33.22 ap.,8.341,100.000,,,,,,
13095,05.16.21 klo 10.03.22 ap.,8.341,100.000,,,,,,
13096,05.16.21 klo 10.33.22 ap.,8.298,100.000,,,,,,
13097,05.16.21 klo 11.03.22 ap.,8.213,100.000,,,,,,
13098,05.16.21 klo 11.33.22 ap.,8.213,100.000,,,,,,
13099,05.16.21 klo 12.03.22 ip.,8.341,100.000,,,,,,
13100,05.16.21 klo 12.33.22 ip.,8.384,100.000,,,,,,
13101,05.16.21 klo 01.03.22 ip.,8.427,100.000,,,,,,
13102,05.16.21 klo 01.33.22 ip.,8.556,100.000,,,,,,
13103,05.16.21 klo 02.03.22 ip.,8.727,100.000,,,,,,
13104,05.16.21 klo 02.33.22 ip.,8.942,99.536,,,,,,
13105,05.16.21 klo 03.03.22 ip.,8.942,99.219,,,,,,
13106,05.16.21 klo 03.33.22 ip.,9.071,99.536,,,,,,
13107,05.16.21 klo 04.03.22 ip.,9.028,98.510,,,,,,
13108,05.16.21 klo 04.33.22 ip.,9.328,98.046,,,,,,
13109,05.16.21 klo 05.03.22 ip.,9.800,95.897,,,,,,
13110,05.16.21 klo 05.33.22 ip.,9.457,95.678,,,,,,
13111,05.16.21 klo 06.03.22 ip.,9.671,94.945,,,,,,
13112,05.16.21 klo 06.33.22 ip.,9.500,94.969,,,,,,
13113,05.16.21 klo 07.03.22 ip.,9.500,93.016,,,,,,
13114,05.16.21 klo 07.33.22 ip.,9.671,93.822,,,,,,
13115,05.16.21 klo 08.03.22 ip.,9.585,91.306,,,,,,
13116,05.16.21 klo 08.33.22 ip.,9.714,91.526,,,,,,
13117,05.16.21 klo 09.03.22 ip.,9.028,90.672,,,,,,
13118,05.16.21 klo 09.33.22 ip.,9.071,91.551,,,,,,
13119,05.16.21 klo 10.03.22 ip.,8.856,90.525,,,,,,
13120,05.16.21 klo 10.33.22 ip.,8.985,89.182,,,,,,
13121,05.16.21 klo 11.03.22 ip.,8.985,90.305,,,,,,
13122,05.16.21 klo 11.33.22 ip.,8.642,88.547,,,,,,
13123,05.17.21 klo 12.03.22 ap.,8.384,84.664,,,,,,
13124,05.17.21 klo 12.33.22 ap.,7.955,87.033,,,,,,
13125,05.17.21 klo 01.03.22 ap.,7.569,87.741,,,,,,
13126,05.17.21 klo 01.33.22 ap.,7.398,86.496,,,,,,
13127,05.17.21 klo 02.03.22 ap.,7.183,87.204,,,,,,
13128,05.17.21 klo 02.33.22 ap.,6.969,87.497,,,,,,
13129,05.17.21 klo 03.03.22 ap.,6.797,87.131,,,,,,
13130,05.17.21 klo 03.33.22 ap.,6.711,87.643,,,,,,
13131,05.17.21 klo 04.03.22 ap.,6.625,86.911,,,,,,
13132,05.17.21 klo 04.33.22 ap.,6.582,87.473,,,,,,
13133,05.17.21 klo 05.03.22 ap.,6.582,87.888,,,,,,
13134,05.17.21 klo 05.33.22 ap.,6.153,90.232,,,,,,
13135,05.17.21 klo 06.03.22 ap.,6.068,93.162,,,,,,
13136,05.17.21 klo 06.33.22 ap.,5.939,90.989,,,,,,
13137,05.17.21 klo 07.03.22 ap.,5.724,95.165,,,,,,
13138,05.17.21 klo 07.33.22 ap.,5.510,97.045,,,,,,
13139,05.17.21 klo 08.03.22 ap.,5.467,96.435,,,,,,
13140,05.17.21 klo 08.33.22 ap.,5.295,97.167,,,,,,
13141,05.17.21 klo 09.03.22 ap.,5.381,97.143,,,,,,
13142,05.17.21 klo 09.33.22 ap.,5.124,97.851,,,,,,
13143,05.17.21 klo 10.03.22 ap.,5.381,96.801,,,,,,
13144,05.17.21 klo 10.33.22 ap.,5.295,97.045,,,,,,
13145,05.17.21 klo 11.03.22 ap.,5.939,91.331,,,,,,
13146,05.17.21 klo 11.33.22 ap.,5.853,88.400,,,,,,
13147,05.17.21 klo 12.03.22 ip.,5.982,86.545,,,,,,
13148,05.17.21 klo 12.33.22 ip.,5.896,86.276,,,,,,
13149,05.17.21 klo 01.03.22 ip.,5.682,92.918,,,,,,
13150,05.17.21 klo 01.33.22 ip.,5.810,92.723,,,,,,
13151,05.17.21 klo 02.03.22 ip.,5.896,90.672,,,,,,
13152,05.17.21 klo 02.33.22 ip.,6.111,89.402,,,,,,
13153,05.17.21 klo 03.03.22 ip.,6.926,88.620,,,,,,
13154,05.17.21 klo 03.33.22 ip.,7.355,85.592,,,,,,
13155,05.17.21 klo 04.03.22 ip.,7.655,84.347,,,,,,
13156,05.17.21 klo 04.33.22 ip.,8.298,77.118,,,,,,
13157,05.17.21 klo 05.03.22 ip.,8.899,73.333,,,,,,
13158,05.17.21 klo 05.33.22 ip.,8.427,74.164,,,,,,
13159,05.17.21 klo 06.03.22 ip.,8.384,75.238,,,,,,
13160,05.17.21 klo 06.33.22 ip.,8.770,74.383,,,,,,
13161,05.17.21 klo 07.03.22 ip.,8.985,74.237,,,,,,
13162,05.17.21 klo 07.33.22 ip.,8.513,76.752,,,,,,
13163,05.17.21 klo 08.03.22 ip.,8.127,78.217,,,,,,
13164,05.17.21 klo 08.33.22 ip.,8.470,75.678,,,,,,
13165,05.17.21 klo 09.03.22 ip.,8.899,75.165,,,,,,
13166,05.17.21 klo 09.33.22 ip.,10.143,72.161,,,,,,
13167,05.17.21 klo 10.03.22 ip.,11.216,68.400,,,,,,
13168,05.17.21 klo 10.33.22 ip.,9.371,73.162,,,,,,
13169,05.17.21 klo 11.03.22 ip.,8.256,76.337,,,,,,
13170,05.17.21 klo 11.33.22 ip.,7.440,79.829,,,,,,
13171,05.18.21 klo 12.03.22 ap.,6.797,85.543,,,,,,
13172,05.18.21 klo 12.33.22 ap.,6.196,89.695,,,,,,
13173,05.18.21 klo 01.03.22 ap.,5.767,91.404,,,,,,
13174,05.18.21 klo 01.33.22 ap.,5.510,93.651,,,,,,
13175,05.18.21 klo 02.03.22 ap.,5.510,96.190,,,,,,
13176,05.18.21 klo 02.33.22 ap.,5.338,94.725,,,,,,
13177,05.18.21 klo 03.03.22 ap.,4.995,95.726,,,,,,
13178,05.18.21 klo 03.33.22 ap.,4.909,97.070,,,,,,
13179,05.18.21 klo 04.03.22 ap.,4.609,96.508,,,,,,
13180,05.18.21 klo 04.33.22 ap.,4.395,96.435,,,,,,
13181,05.18.21 klo 05.03.22 ap.,4.223,97.973,,,,,,
13182,05.18.21 klo 05.33.22 ap.,4.137,98.388,,,,,,
13183,05.18.21 klo 06.03.22 ap.,4.137,98.999,,,,,,
13184,05.18.21 klo 06.33.22 ap.,3.923,99.170,,,,,,
13185,05.18.21 klo 07.03.22 ap.,3.966,99.438,,,,,,
13186,05.18.21 klo 07.33.22 ap.,3.837,99.487,,,,,,
13187,05.18.21 klo 08.03.22 ap.,3.537,99.292,,,,,,
13188,05.18.21 klo 08.33.22 ap.,3.579,99.365,,,,,,
13189,05.18.21 klo 09.03.22 ap.,3.622,99.194,,,,,,
13190,05.18.21 klo 09.33.22 ap.,3.579,99.609,,,,,,
13191,05.18.21 klo 10.03.22 ap.,3.537,99.853,,,,,,
13192,05.18.21 klo 10.33.22 ap.,3.494,99.878,,,,,,
13193,05.18.21 klo 11.03.22 ap.,3.579,99.805,,,,,,
13194,05.18.21 klo 11.33.22 ap.,3.622,99.756,,,,,,
13195,05.18.21 klo 12.03.22 ip.,3.537,99.707,,,,,,
13196,05.18.21 klo 12.33.22 ip.,3.579,99.683,,,,,,
13197,05.18.21 klo 01.03.22 ip.,3.708,99.414,,,,,,
13198,05.18.21 klo 01.33.22 ip.,3.794,99.560,,,,,,
13199,05.18.21 klo 02.03.22 ip.,4.008,99.780,,,,,,
13200,05.18.21 klo 02.33.22 ip.,4.266,98.681,,,,,,
13201,05.18.21 klo 03.03.22 ip.,4.566,97.509,,,,,,
13202,05.18.21 klo 03.33.22 ip.,4.223,98.803,,,,,,
13203,05.18.21 klo 04.03.22 ip.,4.652,96.215,,,,,,
13204,05.18.21 klo 04.33.22 ip.,4.566,96.606,,,,,,
13205,05.18.21 klo 05.03.22 ip.,4.695,95.385,,,,,,
13206,05.18.21 klo 05.33.22 ip.,5.038,95.433,,,,,,
13207,05.18.21 klo 06.03.22 ip.,5.124,95.775,,,,,,
13208,05.18.21 klo 06.33.22 ip.,5.210,94.286,,,,,,
13209,05.18.21 klo 07.03.22 ip.,5.381,94.579,,,,,,
13210,05.18.21 klo 07.33.22 ip.,6.025,93.529,,,,,,
13211,05.18.21 klo 08.03.22 ip.,6.368,86.252,,,,,,
13212,05.18.21 klo 08.33.22 ip.,6.754,83.956,,,,,,
13213,05.18.21 klo 09.03.22 ip.,6.368,80.513,,,,,,
13214,05.18.21 klo 09.33.22 ip.,6.668,77.534,,,,,,
13215,05.18.21 klo 10.03.22 ip.,6.883,76.850,,,,,,
13216,05.18.21 klo 10.33.22 ip.,6.497,72.527,,,,,,
13217,05.18.21 klo 11.03.22 ip.,6.153,75.092,,,,,,
13218,05.18.21 klo 11.33.22 ip.,6.368,76.874,,,,,,
13219,05.19.21 klo 12.03.22 ap.,6.196,76.264,,,,,,
13220,05.19.21 klo 12.33.22 ap.,6.025,77.289,,,,,,
13221,05.19.21 klo 01.03.22 ap.,5.767,82.247,,,,,,
13222,05.19.21 klo 01.33.22 ap.,5.510,78.950,,,,,,
13223,05.19.21 klo 02.03.22 ap.,5.210,80.171,,,,,,
13224,05.19.21 klo 02.33.22 ap.,4.781,83.883,,,,,,
13225,05.19.21 klo 03.03.22 ap.,4.094,86.569,,,,,,
13226,05.19.21 klo 03.33.22 ap.,3.794,85.324,,,,,,
13227,05.19.21 klo 04.03.22 ap.,2.936,92.454,,,,,,
13228,05.19.21 klo 04.33.22 ap.,3.322,93.846,,,,,,
13229,05.19.21 klo 05.03.22 ap.,3.193,95.287,,,,,,
13230,05.19.21 klo 05.33.22 ap.,2.936,96.484,,,,,,
13231,05.19.21 klo 06.03.22 ap.,2.593,95.800,,,,,,
13232,05.19.21 klo 06.33.22 ap.,2.335,97.118,,,,,,
13233,05.19.21 klo 07.03.22 ap.,2.936,96.923,,,,,,
13234,05.19.21 klo 07.33.22 ap.,2.893,97.021,,,,,,
13235,05.19.21 klo 08.03.22 ap.,2.936,96.386,,,,,,
13236,05.19.21 klo 08.33.22 ap.,3.022,96.190,,,,,,
13237,05.19.21 klo 09.03.22 ap.,3.193,94.945,,,,,,
13238,05.19.21 klo 09.33.22 ap.,2.936,96.484,,,,,,
13239,05.19.21 klo 10.03.22 ap.,3.451,93.553,,,,,,
13240,05.19.21 klo 10.33.22 ap.,3.193,95.116,,,,,,
13241,05.19.21 klo 11.03.22 ap.,3.150,94.383,,,,,,
13242,05.19.21 klo 11.33.22 ap.,3.494,93.236,,,,,,
13243,05.19.21 klo 12.03.22 ip.,3.537,94.017,,,,,,
13244,05.19.21 klo 12.33.22 ip.,3.880,93.260,,,,,,
13245,05.19.21 klo 01.03.22 ip.,4.523,91.575,,,,,,
13246,05.19.21 klo 01.33.22 ip.,5.338,87.473,,,,,,
13247,05.19.21 klo 02.03.22 ip.,5.639,89.841,,,,,,
13248,05.19.21 klo 02.33.22 ip.,6.196,85.836,,,,,,
13249,05.19.21 klo 03.03.22 ip.,6.368,84.347,,,,,,
13250,05.19.21 klo 03.33.22 ip.,6.754,80.830,,,,,,
13251,05.19.21 klo 04.03.22 ip.,7.741,77.436,,,,,,
13252,05.19.21 klo 04.33.22 ip.,9.028,74.676,,,,,,
13253,05.19.21 klo 05.03.22 ip.,8.556,75.946,,,,,,
13254,05.19.21 klo 05.33.22 ip.,8.899,74.115,,,,,,
13255,05.19.21 klo 06.03.22 ip.,10.572,67.717,,,,,,
13256,05.19.21 klo 06.33.22 ip.,10.186,65.812,,,,,,
13257,05.19.21 klo 07.03.22 ip.,9.757,65.226,,,,,,
13258,05.19.21 klo 07.33.22 ip.,8.170,70.085,,,,,,
13259,05.19.21 klo 08.03.22 ip.,12.031,63.297,,,,,,
13260,05.19.21 klo 08.33.22 ip.,11.559,60.562,,,,,,
