"Plot Title:  20849260"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849260, SEN S/N: 20849260, LBL: AT)","RH, % (LGR S/N: 20849260, SEN S/N: 20849260, LBL: RH)","Coupler Detached (LGR S/N: 20849260)","Bad Battery (LGR S/N: 20849260)","Coupler Attached (LGR S/N: 20849260)","Host Connected (LGR S/N: 20849260)","Stopped (LGR S/N: 20849260)","End Of File (LGR S/N: 20849260)"
13190,04.21.21 klo 06.30.00 ap.,-0.410,93.529,,,,,,
13191,04.21.21 klo 07.00.00 ap.,-0.067,92.137,,,,,,
13192,04.21.21 klo 07.30.00 ap.,1.520,88.962,,,,,,
13193,04.21.21 klo 08.00.00 ap.,1.520,88.278,,,,,,
13194,04.21.21 klo 08.30.00 ap.,1.906,88.864,,,,,,
13195,04.21.21 klo 09.00.00 ap.,2.078,88.059,,,,,,
13196,04.21.21 klo 09.30.00 ap.,2.550,86.422,,,,,,
13197,04.21.21 klo 10.00.00 ap.,3.665,83.541,,,,,,
13198,04.21.21 klo 10.30.00 ap.,2.636,85.910,,,,,,
13199,04.21.21 klo 11.00.00 ap.,3.065,84.469,,,,,,
13200,04.21.21 klo 11.30.00 ap.,3.880,81.954,,,,,,
13201,04.21.21 klo 12.00.00 ip.,4.952,77.900,,,,,,
13202,04.21.21 klo 12.30.00 ip.,3.150,85.372,,,,,,
13203,04.21.21 klo 01.00.00 ip.,4.952,79.658,,,,,,
13204,04.21.21 klo 01.30.00 ip.,6.497,73.211,,,,,,
13205,04.21.21 klo 02.00.00 ip.,7.612,67.985,,,,,,
13206,04.21.21 klo 02.30.00 ip.,7.355,68.791,,,,,,
13207,04.21.21 klo 03.00.00 ip.,8.685,64.225,,,,,,
13208,04.21.21 klo 03.30.00 ip.,7.140,68.132,,,,,,
13209,04.21.21 klo 04.00.00 ip.,5.896,71.673,,,,,,
13210,04.21.21 klo 04.30.00 ip.,4.781,77.265,,,,,,
13211,04.21.21 klo 05.00.00 ip.,3.751,80.195,,,,,,
13212,04.21.21 klo 05.30.00 ip.,2.164,88.400,,,,,,
13213,04.21.21 klo 06.00.00 ip.,2.164,89.084,,,,,,
13214,04.21.21 klo 06.30.00 ip.,1.091,92.479,,,,,,
13215,04.21.21 klo 07.00.00 ip.,0.104,96.313,,,,,,
13216,04.21.21 klo 07.30.00 ip.,-0.582,96.825,,,,,,
13217,04.21.21 klo 08.00.00 ip.,-0.882,98.339,,,,,,
13218,04.21.21 klo 08.30.00 ip.,-1.268,99.121,,,,,,
13219,04.21.21 klo 09.00.00 ip.,-1.526,99.878,,,,,,
13220,04.21.21 klo 09.30.00 ip.,-1.697,100.000,,,,,,
13221,04.21.21 klo 10.00.00 ip.,-1.440,100.000,,,,,,
13222,04.21.21 klo 10.30.00 ip.,-1.869,100.000,,,,,,
13223,04.21.21 klo 11.00.00 ip.,-2.598,100.000,,,,,,
13224,04.21.21 klo 11.30.00 ip.,-2.813,100.000,,,,,,
13225,04.22.21 klo 12.00.00 ap.,-3.027,100.000,,,,,,
13226,04.22.21 klo 12.30.00 ap.,-3.242,100.000,,,,,,
13227,04.22.21 klo 01.00.00 ap.,-3.242,100.000,,,,,,
13228,04.22.21 klo 01.30.00 ap.,-3.199,100.000,,,,,,
13229,04.22.21 klo 02.00.00 ap.,-3.242,100.000,,,,,,
13230,04.22.21 klo 02.30.00 ap.,-3.628,100.000,,,,,,
13231,04.22.21 klo 03.00.00 ap.,-3.799,99.976,,,,,,
13232,04.22.21 klo 03.30.00 ap.,-4.014,99.878,,,,,,
13233,04.22.21 klo 04.00.00 ap.,-4.100,99.805,,,,,,
13234,04.22.21 klo 04.30.00 ap.,-4.314,99.634,,,,,,
13235,04.22.21 klo 05.00.00 ap.,-4.314,99.536,,,,,,
13236,04.22.21 klo 05.30.00 ap.,-4.186,99.243,,,,,,
13237,04.22.21 klo 06.00.00 ap.,-3.885,98.339,,,,,,
13238,04.22.21 klo 06.30.00 ap.,-3.413,97.363,,,,,,
13239,04.22.21 klo 07.00.00 ap.,-2.384,94.554,,,,,,
13240,04.22.21 klo 07.30.00 ap.,-2.212,93.895,,,,,,
13241,04.22.21 klo 08.00.00 ap.,-1.783,92.430,,,,,,
13242,04.22.21 klo 08.30.00 ap.,-0.582,89.451,,,,,,
13243,04.22.21 klo 09.00.00 ap.,0.920,84.664,,,,,,
13244,04.22.21 klo 09.30.00 ap.,0.962,83.370,,,,,,
13245,04.22.21 klo 10.00.00 ap.,1.906,79.805,,,,,,
13246,04.22.21 klo 10.30.00 ap.,2.207,76.899,,,,,,
13247,04.22.21 klo 11.00.00 ap.,2.292,75.214,,,,,,
13248,04.22.21 klo 11.30.00 ap.,2.164,75.824,,,,,,
13249,04.22.21 klo 12.00.00 ip.,2.507,74.530,,,,,,
13250,04.22.21 klo 12.30.00 ip.,3.322,72.430,,,,,,
13251,04.22.21 klo 01.00.00 ip.,3.494,72.234,,,,,,
13252,04.22.21 klo 01.30.00 ip.,2.979,72.088,,,,,,
13253,04.22.21 klo 02.00.00 ip.,2.550,72.967,,,,,,
13254,04.22.21 klo 02.30.00 ip.,2.249,74.042,,,,,,
13255,04.22.21 klo 03.00.00 ip.,2.421,73.407,,,,,,
13256,04.22.21 klo 03.30.00 ip.,2.893,72.015,,,,,,
13257,04.22.21 klo 04.00.00 ip.,3.494,69.451,,,,,,
13258,04.22.21 klo 04.30.00 ip.,3.794,68.156,,,,,,
13259,04.22.21 klo 05.00.00 ip.,2.593,70.476,,,,,,
13260,04.22.21 klo 05.30.00 ip.,-1.826,85.201,,,,,,
13261,04.22.21 klo 06.00.00 ip.,0.362,72.576,,,,,,
13262,04.22.21 klo 06.30.00 ip.,1.005,72.772,,,,,,
13263,04.22.21 klo 07.00.00 ip.,0.019,74.994,,,,,,
13264,04.22.21 klo 07.30.00 ip.,-0.968,78.120,,,,,,
13265,04.22.21 klo 08.00.00 ip.,-1.569,81.392,,,,,,
13266,04.22.21 klo 08.30.00 ip.,-3.113,87.228,,,,,,
13267,04.22.21 klo 09.00.00 ip.,-6.159,90.525,,,,,,
13268,04.22.21 klo 09.30.00 ip.,-8.733,93.797,,,,,,
13269,04.22.21 klo 10.00.00 ip.,-7.532,98.974,,,,,,
13270,04.22.21 klo 10.30.00 ip.,-8.819,95.629,,,,,,
13271,04.22.21 klo 11.00.00 ip.,-9.419,96.190,,,,,,
13272,04.22.21 klo 11.30.00 ip.,-9.033,97.827,,,,,,
13273,04.23.21 klo 12.00.00 ap.,-10.106,95.946,,,,,,
13274,04.23.21 klo 12.30.00 ap.,-10.363,97.070,,,,,,
13275,04.23.21 klo 01.00.00 ap.,-9.720,96.044,,,,,,
13276,04.23.21 klo 01.30.00 ap.,-8.175,98.779,,,,,,
13277,04.23.21 klo 02.00.00 ap.,-8.690,96.728,,,,,,
13278,04.23.21 klo 02.30.00 ap.,-10.149,96.703,,,,,,
13279,04.23.21 klo 03.00.00 ap.,-11.093,96.728,,,,,,
13280,04.23.21 klo 03.30.00 ap.,-11.393,96.215,,,,,,
13281,04.23.21 klo 04.00.00 ap.,-11.436,94.139,,,,,,
13282,04.23.21 klo 04.30.00 ap.,-10.106,97.118,,,,,,
13283,04.23.21 klo 05.00.00 ap.,-11.135,92.991,,,,,,
13284,04.23.21 klo 05.30.00 ap.,-10.149,96.972,,,,,,
13285,04.23.21 klo 06.00.00 ap.,-8.519,92.869,,,,,,
13286,04.23.21 klo 06.30.00 ap.,-8.047,87.546,,,,,,
13287,04.23.21 klo 07.00.00 ap.,-6.373,81.538,,,,,,
13288,04.23.21 klo 07.30.00 ap.,-5.687,78.730,,,,,,
13289,04.23.21 klo 08.00.00 ap.,-4.186,75.311,,,,,,
13290,04.23.21 klo 08.30.00 ap.,-3.370,75.092,,,,,,
13291,04.23.21 klo 09.00.00 ap.,-2.341,72.576,,,,,,
13292,04.23.21 klo 09.30.00 ap.,-0.325,69.915,,,,,,
13293,04.23.21 klo 10.00.00 ap.,-0.410,68.498,,,,,,
13294,04.23.21 klo 10.30.00 ap.,0.491,65.519,,,,,,
13295,04.23.21 klo 11.00.00 ap.,2.164,64.322,,,,,,
13296,04.23.21 klo 11.30.00 ap.,2.078,70.085,,,,,,
13297,04.23.21 klo 12.00.00 ip.,-1.483,77.363,,,,,,
13298,04.23.21 klo 12.30.00 ip.,0.748,71.331,,,,,,
13299,04.23.21 klo 01.00.00 ip.,1.391,69.890,,,,,,
13300,04.23.21 klo 01.30.00 ip.,1.906,70.354,,,,,,
13301,04.23.21 klo 02.00.00 ip.,2.121,69.817,,,,,,
13302,04.23.21 klo 02.30.00 ip.,2.636,68.645,,,,,,
13303,04.23.21 klo 03.00.00 ip.,2.936,66.862,,,,,,
13304,04.23.21 klo 03.30.00 ip.,2.636,67.473,,,,,,
13305,04.23.21 klo 04.00.00 ip.,2.335,67.961,,,,,,
13306,04.23.21 klo 04.30.00 ip.,2.679,66.813,,,,,,
13307,04.23.21 klo 05.00.00 ip.,1.606,69.548,,,,,,
13308,04.23.21 klo 05.30.00 ip.,-1.569,78.559,,,,,,
13309,04.23.21 klo 06.00.00 ip.,-2.941,82.393,,,,,,
13310,04.23.21 klo 06.30.00 ip.,-3.542,84.713,,,,,,
13311,04.23.21 klo 07.00.00 ip.,-2.126,82.418,,,,,,
13312,04.23.21 klo 07.30.00 ip.,-2.169,81.319,,,,,,
13313,04.23.21 klo 08.00.00 ip.,-2.384,81.368,,,,,,
13314,04.23.21 klo 08.30.00 ip.,-5.001,93.260,,,,,,
13315,04.23.21 klo 09.00.00 ip.,-5.001,95.116,,,,,,
13316,04.23.21 klo 09.30.00 ip.,-5.258,97.167,,,,,,
13317,04.23.21 klo 10.00.00 ip.,-5.387,97.411,,,,,,
13318,04.23.21 klo 10.30.00 ip.,-5.944,96.972,,,,,,
13319,04.23.21 klo 11.00.00 ip.,-6.030,97.216,,,,,,
13320,04.23.21 klo 11.30.00 ip.,-6.545,96.532,,,,,,
13321,04.24.21 klo 12.00.00 ap.,-5.687,97.949,,,,,,
13322,04.24.21 klo 12.30.00 ap.,-5.430,97.753,,,,,,
13323,04.24.21 klo 01.00.00 ap.,-5.816,97.656,,,,,,
13324,04.24.21 klo 01.30.00 ap.,-5.344,97.729,,,,,,
13325,04.24.21 klo 02.00.00 ap.,-5.816,97.998,,,,,,
13326,04.24.21 klo 02.30.00 ap.,-5.859,97.875,,,,,,
13327,04.24.21 klo 03.00.00 ap.,-5.859,98.168,,,,,,
13328,04.24.21 klo 03.30.00 ap.,-5.773,98.242,,,,,,
13329,04.24.21 klo 04.00.00 ap.,-5.644,97.411,,,,,,
13330,04.24.21 klo 04.30.00 ap.,-6.030,98.388,,,,,,
13331,04.24.21 klo 05.00.00 ap.,-6.545,96.996,,,,,,
13332,04.24.21 klo 05.30.00 ap.,-6.459,96.484,,,,,,
13333,04.24.21 klo 06.00.00 ap.,-6.631,95.140,,,,,,
13334,04.24.21 klo 06.30.00 ap.,-5.644,94.725,,,,,,
13335,04.24.21 klo 07.00.00 ap.,-4.786,93.333,,,,,,
13336,04.24.21 klo 07.30.00 ap.,-4.915,93.040,,,,,,
13337,04.24.21 klo 08.00.00 ap.,-4.700,93.529,,,,,,
13338,04.24.21 klo 08.30.00 ap.,-3.328,89.573,,,,,,
13339,04.24.21 klo 09.00.00 ap.,-2.341,84.664,,,,,,
13340,04.24.21 klo 09.30.00 ap.,-1.740,84.640,,,,,,
13341,04.24.21 klo 10.00.00 ap.,-0.110,78.877,,,,,,
13342,04.24.21 klo 10.30.00 ap.,2.507,69.621,,,,,,
13343,04.24.21 klo 11.00.00 ap.,-0.625,79.976,,,,,,
13344,04.24.21 klo 11.30.00 ap.,3.837,68.962,,,,,,
13345,04.24.21 klo 12.00.00 ip.,3.837,70.330,,,,,,
13346,04.24.21 klo 12.30.00 ip.,3.322,73.529,,,,,,
13347,04.24.21 klo 01.00.00 ip.,4.051,70.598,,,,,,
13348,04.24.21 klo 01.30.00 ip.,4.008,69.988,,,,,,
13349,04.24.21 klo 02.00.00 ip.,3.794,70.745,,,,,,
13350,04.24.21 klo 02.30.00 ip.,3.837,71.038,,,,,,
13351,04.24.21 klo 03.00.00 ip.,3.837,72.625,,,,,,
13352,04.24.21 klo 03.30.00 ip.,2.593,73.529,,,,,,
13353,04.24.21 klo 04.00.00 ip.,2.421,75.409,,,,,,
13354,04.24.21 klo 04.30.00 ip.,-0.110,84.371,,,,,,
13355,04.24.21 klo 05.00.00 ip.,0.834,81.441,,,,,,
13356,04.24.21 klo 05.30.00 ip.,-1.612,86.862,,,,,,
13357,04.24.21 klo 06.00.00 ip.,-2.641,87.985,,,,,,
13358,04.24.21 klo 06.30.00 ip.,-3.328,92.137,,,,,,
13359,04.24.21 klo 07.00.00 ip.,-3.671,94.432,,,,,,
13360,04.24.21 klo 07.30.00 ip.,-3.328,92.527,,,,,,
13361,04.24.21 klo 08.00.00 ip.,-4.700,95.140,,,,,,
13362,04.24.21 klo 08.30.00 ip.,-4.615,94.579,,,,,,
13363,04.24.21 klo 09.00.00 ip.,-5.859,96.703,,,,,,
13364,04.24.21 klo 09.30.00 ip.,-6.373,96.825,,,,,,
13365,04.24.21 klo 10.00.00 ip.,-7.274,95.360,,,,,,
13366,04.24.21 klo 10.30.00 ip.,-7.703,96.313,,,,,,
13367,04.24.21 klo 11.00.00 ip.,-7.403,96.923,,,,,,
13368,04.24.21 klo 11.30.00 ip.,-7.489,96.899,,,,,,
13369,04.25.21 klo 12.00.00 ap.,-7.575,96.630,,,,,,
13370,04.25.21 klo 12.30.00 ap.,-7.832,96.288,,,,,,
13371,04.25.21 klo 01.00.00 ap.,-8.218,95.946,,,,,,
13372,04.25.21 klo 01.30.00 ap.,-8.089,96.557,,,,,,
13373,04.25.21 klo 02.00.00 ap.,-8.132,96.288,,,,,,
13374,04.25.21 klo 02.30.00 ap.,-8.862,95.238,,,,,,
13375,04.25.21 klo 03.00.00 ap.,-9.033,95.433,,,,,,
13376,04.25.21 klo 03.30.00 ap.,-8.862,95.873,,,,,,
13377,04.25.21 klo 04.00.00 ap.,-8.905,95.824,,,,,,
13378,04.25.21 klo 04.30.00 ap.,-8.948,96.142,,,,,,
13379,04.25.21 klo 05.00.00 ap.,-8.819,95.067,,,,,,
13380,04.25.21 klo 05.30.00 ap.,-8.690,94.505,,,,,,
13381,04.25.21 klo 06.00.00 ap.,-8.819,93.455,,,,,,
13382,04.25.21 klo 06.30.00 ap.,-6.588,85.763,,,,,,
13383,04.25.21 klo 07.00.00 ap.,-6.202,79.780,,,,,,
13384,04.25.21 klo 07.30.00 ap.,-5.086,79.487,,,,,,
13385,04.25.21 klo 08.00.00 ap.,-3.928,77.460,,,,,,
13386,04.25.21 klo 08.30.00 ap.,-1.869,75.214,,,,,,
13387,04.25.21 klo 09.00.00 ap.,0.405,73.871,,,,,,
13388,04.25.21 klo 09.30.00 ap.,0.362,72.698,,,,,,
13389,04.25.21 klo 10.00.00 ap.,1.306,69.426,,,,,,
13390,04.25.21 klo 10.30.00 ap.,1.391,70.159,,,,,,
13391,04.25.21 klo 11.00.00 ap.,2.850,68.669,,,,,,
13392,04.25.21 klo 11.30.00 ap.,3.065,69.548,,,,,,
13393,04.25.21 klo 12.00.00 ip.,3.193,70.647,,,,,,
13394,04.25.21 klo 12.30.00 ip.,4.652,67.253,,,,,,
13395,04.25.21 klo 01.00.00 ip.,5.767,65.470,,,,,,
13396,04.25.21 klo 01.30.00 ip.,4.995,65.690,,,,,,
13397,04.25.21 klo 02.00.00 ip.,5.081,65.543,,,,,,
13398,04.25.21 klo 02.30.00 ip.,4.695,63.150,,,,,,
13399,04.25.21 klo 03.00.00 ip.,5.338,60.733,,,,,,
13400,04.25.21 klo 03.30.00 ip.,8.170,54.115,,,,,,
13401,04.25.21 klo 04.00.00 ip.,10.443,50.525,,,,,,
13402,04.25.21 klo 04.30.00 ip.,3.065,66.691,,,,,,
13403,04.25.21 klo 05.00.00 ip.,3.365,63.053,,,,,,
13404,04.25.21 klo 05.30.00 ip.,3.837,62.637,,,,,,
13405,04.25.21 klo 06.00.00 ip.,2.292,70.623,,,,,,
13406,04.25.21 klo 06.30.00 ip.,-1.268,75.433,,,,,,
13407,04.25.21 klo 07.00.00 ip.,0.705,68.816,,,,,,
13408,04.25.21 klo 07.30.00 ip.,-0.625,71.331,,,,,,
13409,04.25.21 klo 08.00.00 ip.,-2.041,73.700,,,,,,
13410,04.25.21 klo 08.30.00 ip.,-6.245,87.033,,,,,,
13411,04.25.21 klo 09.00.00 ip.,-6.974,94.383,,,,,,
13412,04.25.21 klo 09.30.00 ip.,-6.459,95.409,,,,,,
13413,04.25.21 klo 10.00.00 ip.,-7.317,94.212,,,,,,
13414,04.25.21 klo 10.30.00 ip.,-6.717,97.045,,,,,,
13415,04.25.21 klo 11.00.00 ip.,-6.545,95.775,,,,,,
13416,04.25.21 klo 11.30.00 ip.,-6.802,96.264,,,,,,
13417,04.26.21 klo 12.00.00 ap.,-6.502,97.192,,,,,,
13418,04.26.21 klo 12.30.00 ap.,-6.116,96.825,,,,,,
13419,04.26.21 klo 01.00.00 ap.,-5.644,96.288,,,,,,
13420,04.26.21 klo 01.30.00 ap.,-5.730,96.606,,,,,,
13421,04.26.21 klo 02.00.00 ap.,-5.944,97.680,,,,,,
13422,04.26.21 klo 02.30.00 ap.,-6.030,98.315,,,,,,
13423,04.26.21 klo 03.00.00 ap.,-5.644,98.217,,,,,,
13424,04.26.21 klo 03.30.00 ap.,-6.073,97.949,,,,,,
13425,04.26.21 klo 04.00.00 ap.,-5.944,98.095,,,,,,
13426,04.26.21 klo 04.30.00 ap.,-5.644,97.509,,,,,,
13427,04.26.21 klo 05.00.00 ap.,-5.344,97.192,,,,,,
13428,04.26.21 klo 05.30.00 ap.,-4.872,96.288,,,,,,
13429,04.26.21 klo 06.00.00 ap.,-4.400,94.408,,,,,,
13430,04.26.21 klo 06.30.00 ap.,-4.100,93.480,,,,,,
13431,04.26.21 klo 07.00.00 ap.,-3.113,90.281,,,,,,
13432,04.26.21 klo 07.30.00 ap.,-1.955,86.471,,,,,,
13433,04.26.21 klo 08.00.00 ap.,-0.239,83.736,,,,,,
13434,04.26.21 klo 08.30.00 ap.,1.735,76.996,,,,,,
13435,04.26.21 klo 09.00.00 ap.,2.421,78.266,,,,,,
13436,04.26.21 klo 09.30.00 ap.,5.939,66.520,,,,,,
13437,04.26.21 klo 10.00.00 ap.,6.711,65.934,,,,,,
13438,04.26.21 klo 10.30.00 ap.,5.167,69.719,,,,,,
13439,04.26.21 klo 11.00.00 ap.,7.483,65.958,,,,,,
13440,04.26.21 klo 11.30.00 ap.,6.497,65.104,,,,,,
13441,04.26.21 klo 12.00.00 ip.,6.540,66.593,,,,,,
13442,04.26.21 klo 12.30.00 ip.,8.942,60.562,,,,,,
13443,04.26.21 klo 01.00.00 ip.,10.014,54.554,,,,,,
13444,04.26.21 klo 01.30.00 ip.,7.827,57.802,,,,,,
13445,04.26.21 klo 02.00.00 ip.,7.269,58.486,,,,,,
13446,04.26.21 klo 02.30.00 ip.,6.668,58.999,,,,,,
13447,04.26.21 klo 03.00.00 ip.,7.998,54.994,,,,,,
13448,04.26.21 klo 03.30.00 ip.,4.566,66.496,,,,,,
13449,04.26.21 klo 04.00.00 ip.,3.880,65.739,,,,,,
13450,04.26.21 klo 04.30.00 ip.,4.137,68.181,,,,,,
13451,04.26.21 klo 05.00.00 ip.,0.748,80.855,,,,,,
13452,04.26.21 klo 05.30.00 ip.,0.190,83.028,,,,,,
13453,04.26.21 klo 06.00.00 ip.,-0.110,84.737,,,,,,
13454,04.26.21 klo 06.30.00 ip.,-0.196,84.493,,,,,,
13455,04.26.21 klo 07.00.00 ip.,0.877,80.244,,,,,,
13456,04.26.21 klo 07.30.00 ip.,-0.410,86.129,,,,,,
13457,04.26.21 klo 08.00.00 ip.,-2.555,90.769,,,,,,
13458,04.26.21 klo 08.30.00 ip.,-1.054,85.226,,,,,,
13459,04.26.21 klo 09.00.00 ip.,-3.413,94.945,,,,,,
13460,04.26.21 klo 09.30.00 ip.,-4.186,96.532,,,,,,
13461,04.26.21 klo 10.00.00 ip.,-5.129,98.120,,,,,,
13462,04.26.21 klo 10.30.00 ip.,-4.786,98.120,,,,,,
13463,04.26.21 klo 11.00.00 ip.,-5.086,98.120,,,,,,
13464,04.26.21 klo 11.30.00 ip.,-5.473,97.045,,,,,,
13465,04.27.21 klo 12.00.00 ap.,-5.987,98.242,,,,,,
13466,04.27.21 klo 12.30.00 ap.,-6.116,97.045,,,,,,
13467,04.27.21 klo 01.00.00 ap.,-7.103,94.188,,,,,,
13468,04.27.21 klo 01.30.00 ap.,-7.317,97.265,,,,,,
13469,04.27.21 klo 02.00.00 ap.,-6.802,97.973,,,,,,
13470,04.27.21 klo 02.30.00 ap.,-6.631,96.972,,,,,,
13471,04.27.21 klo 03.00.00 ap.,-6.588,97.363,,,,,,
13472,04.27.21 klo 03.30.00 ap.,-6.674,96.874,,,,,,
13473,04.27.21 klo 04.00.00 ap.,-7.146,96.825,,,,,,
13474,04.27.21 klo 04.30.00 ap.,-8.862,91.941,,,,,,
13475,04.27.21 klo 05.00.00 ap.,-10.106,93.651,,,,,,
13476,04.27.21 klo 05.30.00 ap.,-10.621,92.625,,,,,,
13477,04.27.21 klo 06.00.00 ap.,-8.304,92.063,,,,,,
13478,04.27.21 klo 06.30.00 ap.,-6.802,92.479,,,,,,
13479,04.27.21 klo 07.00.00 ap.,-5.086,88.816,,,,,,
13480,04.27.21 klo 07.30.00 ap.,-2.470,83.883,,,,,,
13481,04.27.21 klo 08.00.00 ap.,0.834,74.799,,,,,,
13482,04.27.21 klo 08.30.00 ap.,1.863,69.915,,,,,,
13483,04.27.21 klo 09.00.00 ap.,1.391,71.062,,,,,,
13484,04.27.21 klo 09.30.00 ap.,1.306,72.894,,,,,,
13485,04.27.21 klo 10.00.00 ap.,2.807,70.574,,,,,,
13486,04.27.21 klo 10.30.00 ap.,1.778,70.720,,,,,,
13487,04.27.21 klo 11.00.00 ap.,2.979,66.569,,,,,,
13488,04.27.21 klo 11.30.00 ap.,4.909,66.667,,,,,,
13489,04.27.21 klo 12.00.00 ip.,5.724,64.274,,,,,,
13490,04.27.21 klo 12.30.00 ip.,6.411,61.563,,,,,,
13491,04.27.21 klo 01.00.00 ip.,4.695,65.861,,,,,,
13492,04.27.21 klo 01.30.00 ip.,7.741,60.464,,,,,,
13493,04.27.21 klo 02.00.00 ip.,3.451,69.328,,,,,,
13494,04.27.21 klo 02.30.00 ip.,8.813,54.164,,,,,,
13495,04.27.21 klo 03.00.00 ip.,1.778,73.455,,,,,,
13496,04.27.21 klo 03.30.00 ip.,3.751,67.204,,,,,,
13497,04.27.21 klo 04.00.00 ip.,2.550,67.155,,,,,,
13498,04.27.21 klo 04.30.00 ip.,1.649,71.111,,,,,,
13499,04.27.21 klo 05.00.00 ip.,0.877,72.869,,,,,,
13500,04.27.21 klo 05.30.00 ip.,2.121,69.866,,,,,,
13501,04.27.21 klo 06.00.00 ip.,0.405,76.337,,,,,,
13502,04.27.21 klo 06.30.00 ip.,0.877,72.918,,,,,,
13503,04.27.21 klo 07.00.00 ip.,0.019,74.701,,,,,,
13504,04.27.21 klo 07.30.00 ip.,-2.598,84.591,,,,,,
13505,04.27.21 klo 08.00.00 ip.,-2.684,83.590,,,,,,
13506,04.27.21 klo 08.30.00 ip.,-4.143,86.740,,,,,,
13507,04.27.21 klo 09.00.00 ip.,-5.644,90.085,,,,,,
13508,04.27.21 klo 09.30.00 ip.,-7.618,95.092,,,,,,
13509,04.27.21 klo 10.00.00 ip.,-8.519,95.556,,,,,,
13510,04.27.21 klo 10.30.00 ip.,-9.377,95.531,,,,,,
13511,04.27.21 klo 11.00.00 ip.,-8.776,94.847,,,,,,
13512,04.27.21 klo 11.30.00 ip.,-9.462,96.801,,,,,,
13513,04.28.21 klo 12.00.00 ap.,-7.918,97.802,,,,,,
13514,04.28.21 klo 12.30.00 ap.,-8.519,95.043,,,,,,
13515,04.28.21 klo 01.00.00 ap.,-10.706,94.676,,,,,,
13516,04.28.21 klo 01.30.00 ap.,-8.604,99.048,,,,,,
13517,04.28.21 klo 02.00.00 ap.,-8.347,97.558,,,,,,
13518,04.28.21 klo 02.30.00 ap.,-8.390,97.118,,,,,,
13519,04.28.21 klo 03.00.00 ap.,-7.146,96.142,,,,,,
13520,04.28.21 klo 03.30.00 ap.,-6.974,96.093,,,,,,
13521,04.28.21 klo 04.00.00 ap.,-7.832,95.971,,,,,,
13522,04.28.21 klo 04.30.00 ap.,-7.146,97.875,,,,,,
13523,04.28.21 klo 05.00.00 ap.,-6.245,95.531,,,,,,
13524,04.28.21 klo 05.30.00 ap.,-5.944,94.188,,,,,,
13525,04.28.21 klo 06.00.00 ap.,-5.902,93.407,,,,,,
13526,04.28.21 klo 06.30.00 ap.,-5.558,91.013,,,,,,
13527,04.28.21 klo 07.00.00 ap.,-3.885,87.839,,,,,,
13528,04.28.21 klo 07.30.00 ap.,-2.169,82.125,,,,,,
13529,04.28.21 klo 08.00.00 ap.,-1.183,80.098,,,,,,
13530,04.28.21 klo 08.30.00 ap.,-1.097,81.758,,,,,,
13531,04.28.21 klo 09.00.00 ap.,0.576,79.609,,,,,,
13532,04.28.21 klo 09.30.00 ap.,1.820,75.580,,,,,,
13533,04.28.21 klo 10.00.00 ap.,3.537,70.965,,,,,,
13534,04.28.21 klo 10.30.00 ap.,3.837,70.989,,,,,,
13535,04.28.21 klo 11.00.00 ap.,3.150,72.259,,,,,,
13536,04.28.21 klo 11.30.00 ap.,4.995,67.448,,,,,,
13537,04.28.21 klo 12.00.00 ip.,3.751,69.841,,,,,,
13538,04.28.21 klo 12.30.00 ip.,4.094,69.060,,,,,,
13539,04.28.21 klo 01.00.00 ip.,4.137,69.719,,,,,,
13540,04.28.21 klo 01.30.00 ip.,4.266,68.352,,,,,,
13541,04.28.21 klo 02.00.00 ip.,3.022,74.017,,,,,,
13542,04.28.21 klo 02.30.00 ip.,3.108,74.579,,,,,,
13543,04.28.21 klo 03.00.00 ip.,3.150,75.336,,,,,,
13544,04.28.21 klo 03.30.00 ip.,3.365,74.969,,,,,,
13545,04.28.21 klo 04.00.00 ip.,2.636,75.556,,,,,,
13546,04.28.21 klo 04.30.00 ip.,2.164,77.998,,,,,,
13547,04.28.21 klo 05.00.00 ip.,1.906,76.899,,,,,,
13548,04.28.21 klo 05.30.00 ip.,1.520,79.585,,,,,,
13549,04.28.21 klo 06.00.00 ip.,-0.282,86.056,,,,,,
13550,04.28.21 klo 06.30.00 ip.,-1.054,87.643,,,,,,
13551,04.28.21 klo 07.00.00 ip.,-1.612,88.059,,,,,,
13552,04.28.21 klo 07.30.00 ip.,-3.156,91.087,,,,,,
13553,04.28.21 klo 08.00.00 ip.,-3.413,91.673,,,,,,
13554,04.28.21 klo 08.30.00 ip.,-4.700,93.138,,,,,,
13555,04.28.21 klo 09.00.00 ip.,-5.859,95.238,,,,,,
13556,04.28.21 klo 09.30.00 ip.,-6.331,97.143,,,,,,
13557,04.28.21 klo 10.00.00 ip.,-8.304,96.850,,,,,,
13558,04.28.21 klo 10.30.00 ip.,-9.076,96.068,,,,,,
13559,04.28.21 klo 11.00.00 ip.,-10.063,96.581,,,,,,
13560,04.28.21 klo 11.30.00 ip.,-10.106,96.606,,,,,,
13561,04.29.21 klo 12.00.00 ap.,-8.690,95.189,,,,,,
13562,04.29.21 klo 12.30.00 ap.,-9.162,97.363,,,,,,
13563,04.29.21 klo 01.00.00 ap.,-7.446,96.410,,,,,,
13564,04.29.21 klo 01.30.00 ap.,-7.360,96.508,,,,,,
13565,04.29.21 klo 02.00.00 ap.,-7.489,96.484,,,,,,
