"Plot Title:  20849260"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849260, SEN S/N: 20849260, LBL: AT)","RH, % (LGR S/N: 20849260, SEN S/N: 20849260, LBL: RH)","Coupler Detached (LGR S/N: 20849260)","Bad Battery (LGR S/N: 20849260)","Coupler Attached (LGR S/N: 20849260)","Host Connected (LGR S/N: 20849260)","Stopped (LGR S/N: 20849260)","End Of File (LGR S/N: 20849260)"
369,07.28.20 klo 04.00.00 ap.,21.812,48.840,,,,,,
370,07.28.20 klo 04.30.00 ap.,21.812,48.913,,,,,,
371,07.28.20 klo 05.00.00 ap.,21.855,48.962,,,,,,
372,07.28.20 klo 05.30.00 ap.,21.855,49.011,,,,,,
373,07.28.20 klo 06.00.00 ap.,21.855,49.011,,,,,,
374,07.28.20 klo 06.30.00 ap.,21.941,49.084,,,,,,
375,07.28.20 klo 07.00.00 ap.,21.898,49.084,,,,,,
376,07.28.20 klo 07.30.00 ap.,21.941,49.133,,,,,,
377,07.28.20 klo 08.00.00 ap.,21.941,49.182,,,,,,
378,07.28.20 klo 08.30.00 ap.,21.941,49.206,,,,,,
379,07.28.20 klo 09.00.00 ap.,21.984,49.280,,,,,,
380,07.28.20 klo 09.30.00 ap.,21.984,49.255,,,,,,
381,07.28.20 klo 10.00.00 ap.,21.941,49.304,,,,,,
382,07.28.20 klo 10.30.00 ap.,21.941,49.353,,,,,,
383,07.28.20 klo 11.00.00 ap.,21.941,49.402,,,,,,
384,07.28.20 klo 11.30.00 ap.,21.941,49.402,,,,,,
385,07.28.20 klo 12.00.00 ip.,21.941,49.402,,,,,,
386,07.28.20 klo 12.30.00 ip.,21.984,49.451,,,,,,
387,07.28.20 klo 01.00.00 ip.,21.984,49.451,,,,,,
388,07.28.20 klo 01.30.00 ip.,21.941,49.451,,,,,,
389,07.28.20 klo 02.00.00 ip.,21.898,49.499,,,,,,
390,07.28.20 klo 02.30.00 ip.,21.898,49.499,,,,,,
391,07.28.20 klo 03.00.00 ip.,21.941,49.524,,,,,,
392,07.28.20 klo 03.30.00 ip.,21.941,49.499,,,,,,
393,07.28.20 klo 04.00.00 ip.,21.898,49.499,,,,,,
394,07.28.20 klo 04.30.00 ip.,21.898,49.524,,,,,,
395,07.28.20 klo 05.00.00 ip.,21.898,49.548,,,,,,
396,07.28.20 klo 05.30.00 ip.,21.898,49.548,,,,,,
397,07.28.20 klo 06.00.00 ip.,21.898,49.548,,,,,,
398,07.28.20 klo 06.30.00 ip.,21.984,49.524,,,,,,
399,07.28.20 klo 07.00.00 ip.,21.898,49.548,,,,,,
400,07.28.20 klo 07.30.00 ip.,21.984,49.573,,,,,,
401,07.28.20 klo 08.00.00 ip.,21.984,49.573,,,,,,
402,07.28.20 klo 08.30.00 ip.,21.984,49.597,,,,,,
403,07.28.20 klo 09.00.00 ip.,21.984,49.573,,,,,,
404,07.28.20 klo 09.30.00 ip.,21.984,49.621,,,,,,
405,07.28.20 klo 10.00.00 ip.,21.984,49.621,,,,,,
406,07.28.20 klo 10.30.00 ip.,21.984,49.646,,,,,,
407,07.28.20 klo 11.00.00 ip.,21.984,49.646,,,,,,
408,07.28.20 klo 11.30.00 ip.,22.027,49.670,,,,,,
409,07.29.20 klo 12.00.00 ap.,22.027,49.646,,,,,,
410,07.29.20 klo 12.30.00 ap.,22.112,49.646,,,,,,
411,07.29.20 klo 01.00.00 ap.,22.112,49.695,,,,,,
412,07.29.20 klo 01.30.00 ap.,22.155,49.695,,,,,,
413,07.29.20 klo 02.00.00 ap.,22.112,49.768,,,,,,
414,07.29.20 klo 02.30.00 ap.,22.198,49.792,,,,,,
415,07.29.20 klo 03.00.00 ap.,22.112,49.768,,,,,,
416,07.29.20 klo 03.30.00 ap.,22.198,49.792,,,,,,
417,07.29.20 klo 04.00.00 ap.,22.155,49.841,,,,,,
418,07.29.20 klo 04.30.00 ap.,22.198,49.841,,,,,,
419,07.29.20 klo 05.00.00 ap.,22.155,49.890,,,,,,
420,07.29.20 klo 05.30.00 ap.,22.155,49.939,,,,,,
421,07.29.20 klo 06.00.00 ap.,22.155,49.939,,,,,,
422,07.29.20 klo 06.30.00 ap.,22.155,49.963,,,,,,
423,07.29.20 klo 07.00.00 ap.,22.198,50.037,,,,,,
424,07.29.20 klo 07.30.00 ap.,22.198,50.061,,,,,,
425,07.29.20 klo 08.00.00 ap.,22.155,50.061,,,,,,
426,07.29.20 klo 08.30.00 ap.,22.198,50.110,,,,,,
427,07.29.20 klo 09.00.00 ap.,22.198,50.134,,,,,,
428,07.29.20 klo 09.30.00 ap.,22.155,50.110,,,,,,
429,07.29.20 klo 10.00.00 ap.,22.155,50.159,,,,,,
430,07.29.20 klo 10.30.00 ap.,22.112,50.183,,,,,,
431,07.29.20 klo 11.00.00 ap.,22.112,50.159,,,,,,
432,07.29.20 klo 11.30.00 ap.,22.112,50.183,,,,,,
433,07.29.20 klo 12.00.00 ip.,22.112,50.208,,,,,,
434,07.29.20 klo 12.30.00 ip.,22.112,50.232,,,,,,
435,07.29.20 klo 01.00.00 ip.,22.155,50.256,,,,,,
436,07.29.20 klo 01.30.00 ip.,22.112,50.256,,,,,,
437,07.29.20 klo 02.00.00 ip.,22.155,50.281,,,,,,
438,07.29.20 klo 02.30.00 ip.,22.069,50.256,,,,,,
439,07.29.20 klo 03.00.00 ip.,22.069,50.256,,,,,,
440,07.29.20 klo 03.30.00 ip.,22.069,50.281,,,,,,
441,07.29.20 klo 04.00.00 ip.,22.112,50.305,,,,,,
442,07.29.20 klo 04.30.00 ip.,22.069,50.232,,,,,,
443,07.29.20 klo 05.00.00 ip.,22.027,50.281,,,,,,
444,07.29.20 klo 05.30.00 ip.,22.069,50.256,,,,,,
445,07.29.20 klo 06.00.00 ip.,22.112,50.256,,,,,,
446,07.29.20 klo 06.30.00 ip.,22.069,50.256,,,,,,
447,07.29.20 klo 07.00.00 ip.,21.984,50.183,,,,,,
448,07.29.20 klo 07.30.00 ip.,22.069,50.183,,,,,,
449,07.29.20 klo 08.00.00 ip.,22.027,50.159,,,,,,
450,07.29.20 klo 08.30.00 ip.,22.027,50.208,,,,,,
451,07.29.20 klo 09.00.00 ip.,22.027,50.183,,,,,,
452,07.29.20 klo 09.30.00 ip.,22.027,50.085,,,,,,
453,07.29.20 klo 10.00.00 ip.,22.027,50.085,,,,,,
454,07.29.20 klo 10.30.00 ip.,22.027,50.037,,,,,,
455,07.29.20 klo 11.00.00 ip.,22.027,50.085,,,,,,
456,07.29.20 klo 11.30.00 ip.,22.069,50.037,,,,,,
457,07.30.20 klo 12.00.00 ap.,22.069,50.012,,,,,,
458,07.30.20 klo 12.30.00 ap.,22.112,50.037,,,,,,
459,07.30.20 klo 01.00.00 ap.,22.069,50.012,,,,,,
460,07.30.20 klo 01.30.00 ap.,22.069,49.988,,,,,,
461,07.30.20 klo 02.00.00 ap.,22.112,49.963,,,,,,
462,07.30.20 klo 02.30.00 ap.,22.155,49.988,,,,,,
463,07.30.20 klo 03.00.00 ap.,22.155,50.012,,,,,,
464,07.30.20 klo 03.30.00 ap.,22.198,49.963,,,,,,
465,07.30.20 klo 04.00.00 ap.,22.198,49.988,,,,,,
466,07.30.20 klo 04.30.00 ap.,22.198,49.988,,,,,,
467,07.30.20 klo 05.00.00 ap.,22.241,49.963,,,,,,
468,07.30.20 klo 05.30.00 ap.,22.198,50.012,,,,,,
469,07.30.20 klo 06.00.00 ap.,22.241,50.012,,,,,,
470,07.30.20 klo 06.30.00 ap.,22.241,49.988,,,,,,
471,07.30.20 klo 07.00.00 ap.,22.241,49.988,,,,,,
472,07.30.20 klo 07.30.00 ap.,22.241,49.963,,,,,,
473,07.30.20 klo 08.00.00 ap.,22.241,50.012,,,,,,
474,07.30.20 klo 08.30.00 ap.,22.241,50.012,,,,,,
475,07.30.20 klo 09.00.00 ap.,22.241,50.012,,,,,,
476,07.30.20 klo 09.30.00 ap.,22.241,50.037,,,,,,
477,07.30.20 klo 10.00.00 ap.,22.155,50.061,,,,,,
478,07.30.20 klo 10.30.00 ap.,22.241,49.890,,,,,,
479,07.30.20 klo 11.00.00 ap.,22.284,49.719,,,,,,
480,07.30.20 klo 11.30.00 ap.,22.284,49.158,,,,,,
481,07.30.20 klo 12.00.00 ip.,22.541,48.742,,,,,,
482,07.30.20 klo 12.30.00 ip.,22.670,48.205,,,,,,
483,07.30.20 klo 01.00.00 ip.,22.756,47.692,,,,,,
484,07.30.20 klo 01.30.00 ip.,23.228,47.521,,,,,,
485,07.30.20 klo 02.00.00 ip.,23.914,46.422,,,,,,
486,07.30.20 klo 02.30.00 ip.,24.515,45.055,,,,,,
487,07.30.20 klo 03.00.00 ip.,24.772,44.420,,,,,,
488,07.30.20 klo 03.30.00 ip.,25.030,43.712,,,,,,
489,07.30.20 klo 04.00.00 ip.,25.373,43.468,,,,,,
490,07.30.20 klo 04.30.00 ip.,25.973,42.784,,,,,,
491,07.30.20 klo 05.00.00 ip.,27.003,42.125,,,,,,
492,07.30.20 klo 05.30.00 ip.,26.574,40.684,,,,,,
493,07.30.20 klo 06.00.00 ip.,25.931,40.830,,,,,,
494,07.30.20 klo 06.30.00 ip.,25.802,41.148,,,,,,
495,07.30.20 klo 07.00.00 ip.,25.416,42.002,,,,,,
496,07.30.20 klo 07.30.00 ip.,25.158,42.320,,,,,,
497,07.30.20 klo 08.00.00 ip.,25.244,42.735,,,,,,
498,07.30.20 klo 08.30.00 ip.,25.158,42.515,,,,,,
499,07.30.20 klo 09.00.00 ip.,24.858,42.882,,,,,,
500,07.30.20 klo 09.30.00 ip.,24.644,43.248,,,,,,
501,07.30.20 klo 10.00.00 ip.,24.343,43.590,,,,,,
502,07.30.20 klo 10.30.00 ip.,24.043,43.834,,,,,,
503,07.30.20 klo 11.00.00 ip.,23.785,44.200,,,,,,
504,07.30.20 klo 11.30.00 ip.,23.614,44.347,,,,,,
505,07.31.20 klo 12.00.00 ap.,23.399,44.371,,,,,,
506,07.31.20 klo 12.30.00 ap.,23.228,44.493,,,,,,
507,07.31.20 klo 01.00.00 ap.,23.142,44.664,,,,,,
508,07.31.20 klo 01.30.00 ap.,23.013,44.835,,,,,,
509,07.31.20 klo 02.00.00 ap.,22.842,45.128,,,,,,
510,07.31.20 klo 02.30.00 ap.,22.713,45.324,,,,,,
511,07.31.20 klo 03.00.00 ap.,22.627,45.568,,,,,,
512,07.31.20 klo 03.30.00 ap.,22.541,45.714,,,,,,
513,07.31.20 klo 04.00.00 ap.,22.370,45.861,,,,,,
514,07.31.20 klo 04.30.00 ap.,22.327,46.081,,,,,,
515,07.31.20 klo 05.00.00 ap.,22.241,46.227,,,,,,
516,07.31.20 klo 05.30.00 ap.,22.069,46.398,,,,,,
517,07.31.20 klo 06.00.00 ap.,21.984,46.520,,,,,,
518,07.31.20 klo 06.30.00 ap.,21.941,46.569,,,,,,
519,07.31.20 klo 07.00.00 ap.,21.855,46.618,,,,,,
520,07.31.20 klo 07.30.00 ap.,21.769,46.593,,,,,,
521,07.31.20 klo 08.00.00 ap.,21.683,46.691,,,,,,
522,07.31.20 klo 08.30.00 ap.,21.769,46.569,,,,,,
523,07.31.20 klo 09.00.00 ap.,21.812,46.422,,,,,,
524,07.31.20 klo 09.30.00 ap.,21.898,46.276,,,,,,
525,07.31.20 klo 10.00.00 ap.,21.855,46.129,,,,,,
526,07.31.20 klo 10.30.00 ap.,21.898,45.836,,,,,,
527,07.31.20 klo 11.00.00 ap.,21.984,45.641,,,,,,
528,07.31.20 klo 11.30.00 ap.,22.027,45.397,,,,,,
529,07.31.20 klo 12.00.00 ip.,22.069,45.201,,,,,,
530,07.31.20 klo 12.30.00 ip.,22.069,45.104,,,,,,
531,07.31.20 klo 01.00.00 ip.,22.327,44.982,,,,,,
532,07.31.20 klo 01.30.00 ip.,22.842,44.762,,,,,,
533,07.31.20 klo 02.00.00 ip.,23.485,43.883,,,,,,
534,07.31.20 klo 02.30.00 ip.,24.043,42.613,,,,,,
535,07.31.20 klo 03.00.00 ip.,23.957,42.344,,,,,,
536,07.31.20 klo 03.30.00 ip.,24.043,41.612,,,,,,
537,07.31.20 klo 04.00.00 ip.,24.086,42.540,,,,,,
538,07.31.20 klo 04.30.00 ip.,24.343,41.172,,,,,,
539,07.31.20 klo 05.00.00 ip.,23.743,41.441,,,,,,
540,07.31.20 klo 05.30.00 ip.,23.442,41.880,,,,,,
541,07.31.20 klo 06.00.00 ip.,23.142,42.369,,,,,,
542,07.31.20 klo 06.30.00 ip.,23.013,42.759,,,,,,
543,07.31.20 klo 07.00.00 ip.,22.885,43.053,,,,,,
544,07.31.20 klo 07.30.00 ip.,22.842,43.223,,,,,,
545,07.31.20 klo 08.00.00 ip.,22.756,43.614,,,,,,
546,07.31.20 klo 08.30.00 ip.,22.842,43.199,,,,,,
547,07.31.20 klo 09.00.00 ip.,22.670,43.321,,,,,,
548,07.31.20 klo 09.30.00 ip.,22.456,43.590,,,,,,
549,07.31.20 klo 10.00.00 ip.,22.327,43.858,,,,,,
550,07.31.20 klo 10.30.00 ip.,22.241,44.127,,,,,,
551,07.31.20 klo 11.00.00 ip.,22.112,44.274,,,,,,
552,07.31.20 klo 11.30.00 ip.,21.984,44.420,,,,,,
553,08.01.20 klo 12.00.00 ap.,21.898,44.689,,,,,,
554,08.01.20 klo 12.30.00 ap.,21.769,44.884,,,,,,
555,08.01.20 klo 01.00.00 ap.,21.683,45.006,,,,,,
556,08.01.20 klo 01.30.00 ap.,21.555,45.177,,,,,,
557,08.01.20 klo 02.00.00 ap.,21.469,45.397,,,,,,
558,08.01.20 klo 02.30.00 ap.,21.383,45.519,,,,,,
559,08.01.20 klo 03.00.00 ap.,21.340,45.690,,,,,,
560,08.01.20 klo 03.30.00 ap.,21.254,45.861,,,,,,
561,08.01.20 klo 04.00.00 ap.,21.126,45.958,,,,,,
562,08.01.20 klo 04.30.00 ap.,21.040,46.056,,,,,,
563,08.01.20 klo 05.00.00 ap.,20.997,46.154,,,,,,
564,08.01.20 klo 05.30.00 ap.,20.997,46.227,,,,,,
565,08.01.20 klo 06.00.00 ap.,20.997,46.227,,,,,,
566,08.01.20 klo 06.30.00 ap.,20.954,46.227,,,,,,
567,08.01.20 klo 07.00.00 ap.,20.954,46.129,,,,,,
568,08.01.20 klo 07.30.00 ap.,20.868,46.081,,,,,,
569,08.01.20 klo 08.00.00 ap.,20.911,46.081,,,,,,
570,08.01.20 klo 08.30.00 ap.,20.911,46.032,,,,,,
571,08.01.20 klo 09.00.00 ap.,20.911,46.007,,,,,,
572,08.01.20 klo 09.30.00 ap.,20.868,45.958,,,,,,
573,08.01.20 klo 10.00.00 ap.,20.911,45.983,,,,,,
574,08.01.20 klo 10.30.00 ap.,20.911,45.983,,,,,,
575,08.01.20 klo 11.00.00 ap.,21.040,45.910,,,,,,
576,08.01.20 klo 11.30.00 ap.,21.083,45.788,,,,,,
577,08.01.20 klo 12.00.00 ip.,21.254,45.519,,,,,,
578,08.01.20 klo 12.30.00 ip.,21.340,45.104,,,,,,
579,08.01.20 klo 01.00.00 ip.,21.340,44.811,,,,,,
580,08.01.20 klo 01.30.00 ip.,21.297,44.811,,,,,,
581,08.01.20 klo 02.00.00 ip.,21.469,44.811,,,,,,
582,08.01.20 klo 02.30.00 ip.,21.812,44.396,,,,,,
583,08.01.20 klo 03.00.00 ip.,22.241,44.396,,,,,,
584,08.01.20 klo 03.30.00 ip.,22.713,42.906,,,,,,
585,08.01.20 klo 04.00.00 ip.,22.498,42.759,,,,,,
586,08.01.20 klo 04.30.00 ip.,22.413,42.955,,,,,,
587,08.01.20 klo 05.00.00 ip.,22.713,43.199,,,,,,
588,08.01.20 klo 05.30.00 ip.,22.799,42.686,,,,,,
589,08.01.20 klo 06.00.00 ip.,22.885,42.295,,,,,,
590,08.01.20 klo 06.30.00 ip.,22.756,41.856,,,,,,
591,08.01.20 klo 07.00.00 ip.,22.670,42.320,,,,,,
592,08.01.20 klo 07.30.00 ip.,22.627,42.491,,,,,,
593,08.01.20 klo 08.00.00 ip.,22.584,42.540,,,,,,
594,08.01.20 klo 08.30.00 ip.,22.670,42.515,,,,,,
595,08.01.20 klo 09.00.00 ip.,22.456,42.906,,,,,,
596,08.01.20 klo 09.30.00 ip.,22.327,43.199,,,,,,
597,08.01.20 klo 10.00.00 ip.,22.027,43.541,,,,,,
598,08.01.20 klo 10.30.00 ip.,21.769,43.907,,,,,,
599,08.01.20 klo 11.00.00 ip.,21.512,44.249,,,,,,
600,08.01.20 klo 11.30.00 ip.,21.340,44.640,,,,,,
601,08.02.20 klo 12.00.00 ap.,21.254,44.957,,,,,,
602,08.02.20 klo 12.30.00 ap.,21.126,45.226,,,,,,
603,08.02.20 klo 01.00.00 ap.,21.040,45.470,,,,,,
604,08.02.20 klo 01.30.00 ap.,20.868,45.690,,,,,,
605,08.02.20 klo 02.00.00 ap.,20.825,45.885,,,,,,
606,08.02.20 klo 02.30.00 ap.,20.782,46.007,,,,,,
607,08.02.20 klo 03.00.00 ap.,20.697,46.129,,,,,,
608,08.02.20 klo 03.30.00 ap.,20.654,46.252,,,,,,
609,08.02.20 klo 04.00.00 ap.,20.611,46.300,,,,,,
610,08.02.20 klo 04.30.00 ap.,20.568,46.422,,,,,,
611,08.02.20 klo 05.00.00 ap.,20.525,46.471,,,,,,
612,08.02.20 klo 05.30.00 ap.,20.439,46.520,,,,,,
613,08.02.20 klo 06.00.00 ap.,20.439,46.545,,,,,,
614,08.02.20 klo 06.30.00 ap.,20.396,46.593,,,,,,
615,08.02.20 klo 07.00.00 ap.,20.353,46.593,,,,,,
616,08.02.20 klo 07.30.00 ap.,20.353,46.642,,,,,,
617,08.02.20 klo 08.00.00 ap.,20.311,46.667,,,,,,
618,08.02.20 klo 08.30.00 ap.,20.311,46.569,,,,,,
619,08.02.20 klo 09.00.00 ap.,20.268,46.496,,,,,,
620,08.02.20 klo 09.30.00 ap.,20.353,46.545,,,,,,
621,08.02.20 klo 10.00.00 ap.,20.353,46.325,,,,,,
622,08.02.20 klo 10.30.00 ap.,20.396,46.178,,,,,,
623,08.02.20 klo 11.00.00 ap.,20.396,46.227,,,,,,
624,08.02.20 klo 11.30.00 ap.,20.568,46.154,,,,,,
625,08.02.20 klo 12.00.00 ip.,20.697,45.861,,,,,,
626,08.02.20 klo 12.30.00 ip.,20.868,45.519,,,,,,
627,08.02.20 klo 01.00.00 ip.,20.997,45.250,,,,,,
628,08.02.20 klo 01.30.00 ip.,21.426,45.128,,,,,,
629,08.02.20 klo 02.00.00 ip.,21.640,43.932,,,,,,
630,08.02.20 klo 02.30.00 ip.,21.726,43.785,,,,,,
631,08.02.20 klo 03.00.00 ip.,21.683,43.346,,,,,,
632,08.02.20 klo 03.30.00 ip.,22.284,43.394,,,,,,
633,08.02.20 klo 04.00.00 ip.,22.670,42.882,,,,,,
634,08.02.20 klo 04.30.00 ip.,23.056,42.149,,,,,,
635,08.02.20 klo 05.00.00 ip.,23.314,40.806,,,,,,
636,08.02.20 klo 05.30.00 ip.,23.828,40.244,,,,,,
637,08.02.20 klo 06.00.00 ip.,23.314,39.756,,,,,,
638,08.02.20 klo 06.30.00 ip.,22.970,40.513,,,,,,
639,08.02.20 klo 07.00.00 ip.,22.842,41.001,,,,,,
640,08.02.20 klo 07.30.00 ip.,22.627,41.441,,,,,,
641,08.02.20 klo 08.00.00 ip.,22.713,41.832,,,,,,
642,08.02.20 klo 08.30.00 ip.,22.713,41.441,,,,,,
643,08.02.20 klo 09.00.00 ip.,22.370,41.832,,,,,,
644,08.02.20 klo 09.30.00 ip.,22.241,42.149,,,,,,
645,08.02.20 klo 10.00.00 ip.,21.984,42.418,,,,,,
646,08.02.20 klo 10.30.00 ip.,21.726,42.857,,,,,,
647,08.02.20 klo 11.00.00 ip.,21.512,43.272,,,,,,
648,08.02.20 klo 11.30.00 ip.,21.297,43.590,,,,,,
649,08.03.20 klo 12.00.00 ap.,21.126,43.980,,,,,,
650,08.03.20 klo 12.30.00 ap.,20.954,44.322,,,,,,
651,08.03.20 klo 01.00.00 ap.,20.868,44.591,,,,,,
652,08.03.20 klo 01.30.00 ap.,20.782,44.811,,,,,,
653,08.03.20 klo 02.00.00 ap.,20.654,45.006,,,,,,
654,08.03.20 klo 02.30.00 ap.,20.568,45.226,,,,,,
655,08.03.20 klo 03.00.00 ap.,20.482,45.348,,,,,,
656,08.03.20 klo 03.30.00 ap.,20.439,45.446,,,,,,
657,08.03.20 klo 04.00.00 ap.,20.353,45.592,,,,,,
658,08.03.20 klo 04.30.00 ap.,20.268,45.665,,,,,,
659,08.03.20 klo 05.00.00 ap.,20.225,45.763,,,,,,
660,08.03.20 klo 05.30.00 ap.,20.139,45.836,,,,,,
661,08.03.20 klo 06.00.00 ap.,20.053,45.885,,,,,,
662,08.03.20 klo 06.30.00 ap.,19.967,45.934,,,,,,
663,08.03.20 klo 07.00.00 ap.,19.967,45.910,,,,,,
664,08.03.20 klo 07.30.00 ap.,19.839,45.910,,,,,,
665,08.03.20 klo 08.00.00 ap.,19.796,46.007,,,,,,
666,08.03.20 klo 08.30.00 ap.,19.924,45.788,,,,,,
667,08.03.20 klo 09.00.00 ap.,19.967,45.739,,,,,,
668,08.03.20 klo 09.30.00 ap.,20.053,45.617,,,,,,
669,08.03.20 klo 10.00.00 ap.,20.053,45.543,,,,,,
670,08.03.20 klo 10.30.00 ap.,20.225,45.372,,,,,,
671,08.03.20 klo 11.00.00 ap.,20.268,45.201,,,,,,
672,08.03.20 klo 11.30.00 ap.,20.396,45.324,,,,,,
673,08.03.20 klo 12.00.00 ip.,20.525,45.104,,,,,,
674,08.03.20 klo 12.30.00 ip.,20.611,44.835,,,,,,
675,08.03.20 klo 01.00.00 ip.,20.740,44.567,,,,,,
676,08.03.20 klo 01.30.00 ip.,21.254,44.737,,,,,,
677,08.03.20 klo 02.00.00 ip.,21.469,43.565,,,,,,
678,08.03.20 klo 02.30.00 ip.,22.027,43.199,,,,,,
679,08.03.20 klo 03.00.00 ip.,21.984,42.979,,,,,,
680,08.03.20 klo 03.30.00 ip.,22.370,42.540,,,,,,
681,08.03.20 klo 04.00.00 ip.,22.927,42.173,,,,,,
682,08.03.20 klo 04.30.00 ip.,23.614,41.441,,,,,,
683,08.03.20 klo 05.00.00 ip.,24.686,40.171,,,,,,
684,08.03.20 klo 05.30.00 ip.,24.815,38.584,,,,,,
685,08.03.20 klo 06.00.00 ip.,24.086,38.755,,,,,,
686,08.03.20 klo 06.30.00 ip.,23.657,39.463,,,,,,
687,08.03.20 klo 07.00.00 ip.,22.456,39.902,,,,,,
688,08.03.20 klo 07.30.00 ip.,22.198,40.611,,,,,,
689,08.03.20 klo 08.00.00 ip.,22.069,41.197,,,,,,
690,08.03.20 klo 08.30.00 ip.,22.069,41.929,,,,,,
691,08.03.20 klo 09.00.00 ip.,21.855,42.149,,,,,,
692,08.03.20 klo 09.30.00 ip.,21.683,42.393,,,,,,
693,08.03.20 klo 10.00.00 ip.,21.512,42.662,,,,,,
694,08.03.20 klo 10.30.00 ip.,20.096,43.443,,,,,,
695,08.03.20 klo 11.00.00 ip.,19.152,45.592,,,,,,
696,08.03.20 klo 11.30.00 ip.,18.852,47.204,,,,,,
697,08.04.20 klo 12.00.00 ap.,18.509,48.303,,,,,,
698,08.04.20 klo 12.30.00 ap.,18.723,49.719,,,,,,
699,08.04.20 klo 01.00.00 ap.,18.509,49.817,,,,,,
700,08.04.20 klo 01.30.00 ap.,17.865,50.696,,,,,,
701,08.04.20 klo 02.00.00 ap.,17.350,50.842,,,,,,
702,08.04.20 klo 02.30.00 ap.,16.921,52.650,,,,,,
703,08.04.20 klo 03.00.00 ap.,16.750,54.042,,,,,,
704,08.04.20 klo 03.30.00 ap.,16.664,54.652,,,,,,
705,08.04.20 klo 04.00.00 ap.,16.364,55.824,,,,,,
706,08.04.20 klo 04.30.00 ap.,16.192,55.849,,,,,,
707,08.04.20 klo 05.00.00 ap.,15.849,55.556,,,,,,
708,08.04.20 klo 05.30.00 ap.,15.634,57.680,,,,,,
709,08.04.20 klo 06.00.00 ap.,15.849,57.411,,,,,,
710,08.04.20 klo 06.30.00 ap.,15.892,57.314,,,,,,
711,08.04.20 klo 07.00.00 ap.,16.063,57.045,,,,,,
712,08.04.20 klo 07.30.00 ap.,16.021,56.386,,,,,,
713,08.04.20 klo 08.00.00 ap.,16.321,57.534,,,,,,
714,08.04.20 klo 08.30.00 ap.,16.921,57.289,,,,,,
715,08.04.20 klo 09.00.00 ap.,17.522,55.507,,,,,,
716,08.04.20 klo 09.30.00 ap.,17.951,54.359,,,,,,
717,08.04.20 klo 10.00.00 ap.,18.766,53.846,,,,,,
718,08.04.20 klo 10.30.00 ap.,19.152,52.283,,,,,,
719,08.04.20 klo 11.00.00 ap.,19.367,51.575,,,,,,
720,08.04.20 klo 11.30.00 ap.,19.495,51.380,,,,,,
721,08.04.20 klo 12.00.00 ip.,19.667,50.452,,,,,,
722,08.04.20 klo 12.30.00 ip.,19.882,49.939,,,,,,
723,08.04.20 klo 01.00.00 ip.,20.353,49.328,,,,,,
724,08.04.20 klo 01.30.00 ip.,20.439,47.570,,,,,,
725,08.04.20 klo 02.00.00 ip.,20.439,47.009,,,,,,
726,08.04.20 klo 02.30.00 ip.,20.396,46.545,,,,,,
727,08.04.20 klo 03.00.00 ip.,20.353,46.520,,,,,,
728,08.04.20 klo 03.30.00 ip.,20.439,46.276,,,,,,
729,08.04.20 klo 04.00.00 ip.,20.654,46.691,,,,,,
730,08.04.20 klo 04.30.00 ip.,20.825,47.131,,,,,,
731,08.04.20 klo 05.00.00 ip.,20.225,46.838,,,,,,
732,08.04.20 klo 05.30.00 ip.,20.010,48.596,,,,,,
733,08.04.20 klo 06.00.00 ip.,20.010,48.791,,,,,,
734,08.04.20 klo 06.30.00 ip.,19.667,49.206,,,,,,
735,08.04.20 klo 07.00.00 ip.,19.581,49.475,,,,,,
736,08.04.20 klo 07.30.00 ip.,19.495,50.281,,,,,,
737,08.04.20 klo 08.00.00 ip.,19.367,50.891,,,,,,
738,08.04.20 klo 08.30.00 ip.,19.238,51.306,,,,,,
739,08.04.20 klo 09.00.00 ip.,18.809,52.234,,,,,,
740,08.04.20 klo 09.30.00 ip.,18.852,54.701,,,,,,
741,08.04.20 klo 10.00.00 ip.,18.895,56.386,,,,,,
742,08.04.20 klo 10.30.00 ip.,18.637,56.459,,,,,,
743,08.04.20 klo 11.00.00 ip.,18.466,58.584,,,,,,
744,08.04.20 klo 11.30.00 ip.,18.809,58.486,,,,,,
745,08.05.20 klo 12.00.00 ap.,18.723,57.387,,,,,,
746,08.05.20 klo 12.30.00 ap.,18.680,57.265,,,,,,
747,08.05.20 klo 01.00.00 ap.,18.337,57.875,,,,,,
748,08.05.20 klo 01.30.00 ap.,18.337,57.973,,,,,,
749,08.05.20 klo 02.00.00 ap.,18.251,57.924,,,,,,
750,08.05.20 klo 02.30.00 ap.,18.166,58.315,,,,,,
751,08.05.20 klo 03.00.00 ap.,17.908,58.730,,,,,,
752,08.05.20 klo 03.30.00 ap.,17.565,59.267,,,,,,
753,08.05.20 klo 04.00.00 ap.,17.608,60.122,,,,,,
754,08.05.20 klo 04.30.00 ap.,17.393,60.171,,,,,,
755,08.05.20 klo 05.00.00 ap.,17.308,60.586,,,,,,
756,08.05.20 klo 05.30.00 ap.,17.393,60.928,,,,,,
757,08.05.20 klo 06.00.00 ap.,17.350,60.635,,,,,,
758,08.05.20 klo 06.30.00 ap.,17.222,60.220,,,,,,
759,08.05.20 klo 07.00.00 ap.,17.136,60.269,,,,,,
760,08.05.20 klo 07.30.00 ap.,17.136,60.537,,,,,,
761,08.05.20 klo 08.00.00 ap.,17.093,60.195,,,,,,
