"Plot Title:  20864572"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20864572, SEN S/N: 20864572)","RH, % (LGR S/N: 20864572, SEN S/N: 20864572)","Coupler Detached (LGR S/N: 20864572)","End Of File (LGR S/N: 20864572)"
4827,11.18.20 klo 02.39.19 ap.,-0.325,100.000,,
4828,11.18.20 klo 03.09.19 ap.,-0.282,100.000,,
4829,11.18.20 klo 03.39.19 ap.,-0.496,100.000,,
4830,11.18.20 klo 04.09.19 ap.,-0.196,100.000,,
4831,11.18.20 klo 04.39.19 ap.,-0.282,100.000,,
4832,11.18.20 klo 05.09.19 ap.,-0.410,100.000,,
4833,11.18.20 klo 05.39.19 ap.,-0.496,100.000,,
4834,11.18.20 klo 06.09.19 ap.,-0.668,100.000,,
4835,11.18.20 klo 06.39.19 ap.,-0.711,100.000,,
4836,11.18.20 klo 07.09.19 ap.,-0.754,100.000,,
4837,11.18.20 klo 07.39.19 ap.,-0.882,100.000,,
4838,11.18.20 klo 08.09.19 ap.,-0.925,100.000,,
4839,11.18.20 klo 08.39.19 ap.,-1.011,100.000,,
4840,11.18.20 klo 09.09.19 ap.,-1.054,100.000,,
4841,11.18.20 klo 09.39.19 ap.,-1.054,100.000,,
4842,11.18.20 klo 10.09.19 ap.,-1.097,100.000,,
4843,11.18.20 klo 10.39.19 ap.,-1.140,100.000,,
4844,11.18.20 klo 11.09.19 ap.,-1.183,100.000,,
4845,11.18.20 klo 11.39.19 ap.,-1.183,100.000,,
4846,11.18.20 klo 12.09.19 ip.,-1.183,100.000,,
4847,11.18.20 klo 12.39.19 ip.,-1.011,100.000,,
4848,11.18.20 klo 01.09.19 ip.,-1.011,100.000,,
4849,11.18.20 klo 01.39.19 ip.,-0.968,100.000,,
4850,11.18.20 klo 02.09.19 ip.,-1.397,100.000,,
4851,11.18.20 klo 02.39.19 ip.,-1.955,100.000,,
4852,11.18.20 klo 03.09.19 ip.,-1.526,100.000,,
4853,11.18.20 klo 03.39.19 ip.,-1.869,100.000,,
4854,11.18.20 klo 04.09.19 ip.,-1.440,100.000,,
4855,11.18.20 klo 04.39.19 ip.,-0.668,100.000,,
4856,11.18.20 klo 05.09.19 ip.,-0.839,100.000,,
4857,11.18.20 klo 05.39.19 ip.,-1.097,100.000,,
4858,11.18.20 klo 06.09.19 ip.,-1.697,100.000,,
4859,11.18.20 klo 06.39.19 ip.,-2.083,100.000,,
4860,11.18.20 klo 07.09.19 ip.,-2.512,100.000,,
4861,11.18.20 klo 07.39.19 ip.,-2.555,100.000,,
4862,11.18.20 klo 08.09.19 ip.,-3.456,100.000,,
4863,11.18.20 klo 08.39.19 ip.,-3.757,100.000,,
4864,11.18.20 klo 09.09.19 ip.,-4.443,100.000,,
4865,11.18.20 klo 09.39.19 ip.,-5.044,99.756,,
4866,11.18.20 klo 10.09.19 ip.,-5.473,100.000,,
4867,11.18.20 klo 10.39.19 ip.,-5.816,100.000,,
4868,11.18.20 klo 11.09.19 ip.,-6.588,99.853,,
4869,11.18.20 klo 11.39.19 ip.,-6.802,92.259,,
4870,11.19.20 klo 12.09.19 ap.,-7.317,96.239,,
4871,11.19.20 klo 12.39.19 ap.,-7.189,98.584,,
4872,11.19.20 klo 01.09.19 ap.,-7.017,100.000,,
4873,11.19.20 klo 01.39.19 ap.,-7.017,100.000,,
4874,11.19.20 klo 02.09.19 ap.,-6.845,100.000,,
4875,11.19.20 klo 02.39.19 ap.,-7.703,99.267,,
4876,11.19.20 klo 03.09.19 ap.,-8.347,98.413,,
4877,11.19.20 klo 03.39.19 ap.,-8.733,97.607,,
4878,11.19.20 klo 04.09.19 ap.,-8.905,93.162,,
4879,11.19.20 klo 04.39.19 ap.,-9.334,89.841,,
4880,11.19.20 klo 05.09.19 ap.,-9.248,88.718,,
4881,11.19.20 klo 05.39.19 ap.,-9.634,86.716,,
4882,11.19.20 klo 06.09.19 ap.,-9.548,83.199,,
4883,11.19.20 klo 06.39.19 ap.,-10.063,83.712,,
4884,11.19.20 klo 07.09.19 ap.,-10.235,84.908,,
4885,11.19.20 klo 07.39.19 ap.,-10.792,87.179,,
4886,11.19.20 klo 08.09.19 ap.,-10.320,85.910,,
4887,11.19.20 klo 08.39.19 ap.,-10.020,86.056,,
4888,11.19.20 klo 09.09.19 ap.,-9.720,85.788,,
4889,11.19.20 klo 09.39.19 ap.,-9.677,87.595,,
4890,11.19.20 klo 10.09.19 ap.,-9.462,86.374,,
4891,11.19.20 klo 10.39.19 ap.,-9.291,85.861,,
4892,11.19.20 klo 11.09.19 ap.,-9.763,87.375,,
4893,11.19.20 klo 11.39.19 ap.,-9.291,86.838,,
4894,11.19.20 klo 12.09.19 ip.,-9.291,86.154,,
4895,11.19.20 klo 12.39.19 ip.,-9.162,85.983,,
4896,11.19.20 klo 01.09.19 ip.,-9.891,87.863,,
4897,11.19.20 klo 01.39.19 ip.,-9.248,86.447,,
4898,11.19.20 klo 02.09.19 ip.,-9.334,88.181,,
4899,11.19.20 klo 02.39.19 ip.,-8.990,88.938,,
4900,11.19.20 klo 03.09.19 ip.,-9.462,91.111,,
4901,11.19.20 klo 03.39.19 ip.,-9.462,91.502,,
4902,11.19.20 klo 04.09.19 ip.,-9.419,93.162,,
4903,11.19.20 klo 04.39.19 ip.,-9.548,95.140,,
4904,11.19.20 klo 05.09.19 ip.,-9.205,98.486,,
4905,11.19.20 klo 05.39.19 ip.,-8.347,98.462,,
4906,11.19.20 klo 06.09.19 ip.,-8.132,99.267,,
4907,11.19.20 klo 06.39.19 ip.,-8.089,99.829,,
4908,11.19.20 klo 07.09.19 ip.,-7.618,99.389,,
4909,11.19.20 klo 07.39.19 ip.,-7.103,99.609,,
4910,11.19.20 klo 08.09.19 ip.,-6.674,99.780,,
4911,11.19.20 klo 08.39.19 ip.,-5.944,100.000,,
4912,11.19.20 klo 09.09.19 ip.,-5.558,100.000,,
4913,11.19.20 klo 09.39.19 ip.,-5.129,100.000,,
4914,11.19.20 klo 10.09.19 ip.,-4.958,100.000,,
4915,11.19.20 klo 10.39.19 ip.,-4.872,100.000,,
4916,11.19.20 klo 11.09.19 ip.,-4.829,100.000,,
4917,11.19.20 klo 11.39.19 ip.,-4.872,100.000,,
4918,11.20.20 klo 12.09.19 ap.,-4.872,100.000,,
4919,11.20.20 klo 12.39.19 ap.,-4.829,100.000,,
4920,11.20.20 klo 01.09.19 ap.,-4.872,100.000,,
4921,11.20.20 klo 01.39.19 ap.,-4.915,100.000,,
4922,11.20.20 klo 02.09.19 ap.,-4.872,100.000,,
4923,11.20.20 klo 02.39.19 ap.,-4.958,100.000,,
4924,11.20.20 klo 03.09.19 ap.,-4.915,100.000,,
4925,11.20.20 klo 03.39.19 ap.,-4.872,100.000,,
4926,11.20.20 klo 04.09.19 ap.,-4.872,100.000,,
4927,11.20.20 klo 04.39.19 ap.,-5.086,100.000,,
4928,11.20.20 klo 05.09.19 ap.,-5.215,100.000,,
4929,11.20.20 klo 05.39.19 ap.,-5.344,100.000,,
4930,11.20.20 klo 06.09.19 ap.,-5.558,100.000,,
4931,11.20.20 klo 06.39.19 ap.,-5.558,100.000,,
4932,11.20.20 klo 07.09.19 ap.,-5.687,100.000,,
4933,11.20.20 klo 07.39.19 ap.,-6.030,100.000,,
4934,11.20.20 klo 08.09.19 ap.,-6.288,99.951,,
4935,11.20.20 klo 08.39.19 ap.,-6.373,99.829,,
4936,11.20.20 klo 09.09.19 ap.,-6.588,99.780,,
4937,11.20.20 klo 09.39.19 ap.,-6.545,99.853,,
4938,11.20.20 klo 10.09.19 ap.,-7.103,99.365,,
4939,11.20.20 klo 10.39.19 ap.,-7.189,99.316,,
4940,11.20.20 klo 11.09.19 ap.,-7.360,99.219,,
4941,11.20.20 klo 11.39.19 ap.,-7.703,98.950,,
4942,11.20.20 klo 12.09.19 ip.,-7.961,98.755,,
4943,11.20.20 klo 12.39.19 ip.,-8.304,98.462,,
4944,11.20.20 klo 01.09.19 ip.,-8.433,98.315,,
4945,11.20.20 klo 01.39.19 ip.,-8.004,98.706,,
4946,11.20.20 klo 02.09.19 ip.,-8.304,98.535,,
4947,11.20.20 klo 02.39.19 ip.,-8.476,98.339,,
4948,11.20.20 klo 03.09.19 ip.,-7.918,98.779,,
4949,11.20.20 klo 03.39.19 ip.,-7.918,98.974,,
4950,11.20.20 klo 04.09.19 ip.,-7.789,98.950,,
4951,11.20.20 klo 04.39.19 ip.,-7.618,98.901,,
4952,11.20.20 klo 05.09.19 ip.,-8.476,98.413,,
4953,11.20.20 klo 05.39.19 ip.,-8.690,98.193,,
4954,11.20.20 klo 06.09.19 ip.,-8.604,98.291,,
4955,11.20.20 klo 06.39.19 ip.,-8.304,98.462,,
4956,11.20.20 klo 07.09.19 ip.,-8.304,98.706,,
4957,11.20.20 klo 07.39.19 ip.,-8.519,98.388,,
4958,11.20.20 klo 08.09.19 ip.,-8.690,98.242,,
4959,11.20.20 klo 08.39.19 ip.,-8.089,98.706,,
4960,11.20.20 klo 09.09.19 ip.,-8.132,98.730,,
4961,11.20.20 klo 09.39.19 ip.,-8.089,98.755,,
4962,11.20.20 klo 10.09.19 ip.,-7.832,98.706,,
4963,11.20.20 klo 10.39.19 ip.,-7.832,98.803,,
4964,11.20.20 klo 11.09.19 ip.,-7.189,99.292,,
4965,11.20.20 klo 11.39.19 ip.,-6.545,99.756,,
4966,11.21.20 klo 12.09.19 ap.,-7.274,99.145,,
4967,11.21.20 klo 12.39.19 ap.,-7.832,99.096,,
4968,11.21.20 klo 01.09.19 ap.,-7.575,98.901,,
4969,11.21.20 klo 01.39.19 ap.,-7.832,98.901,,
4970,11.21.20 klo 02.09.19 ap.,-8.347,98.388,,
4971,11.21.20 klo 02.39.19 ap.,-9.076,97.778,,
4972,11.21.20 klo 03.09.19 ap.,-8.390,98.730,,
4973,11.21.20 klo 03.39.19 ap.,-7.446,99.170,,
4974,11.21.20 klo 04.09.19 ap.,-8.175,98.681,,
4975,11.21.20 klo 04.39.19 ap.,-8.990,98.168,,
4976,11.21.20 klo 05.09.19 ap.,-9.934,97.387,,
4977,11.21.20 klo 05.39.19 ap.,-9.162,98.657,,
4978,11.21.20 klo 06.09.19 ap.,-9.076,98.144,,
4979,11.21.20 klo 06.39.19 ap.,-10.320,97.094,,
4980,11.21.20 klo 07.09.19 ap.,-10.149,97.289,,
4981,11.21.20 klo 07.39.19 ap.,-10.535,96.947,,
4982,11.21.20 klo 08.09.19 ap.,-10.149,97.314,,
4983,11.21.20 klo 08.39.19 ap.,-9.848,97.314,,
4984,11.21.20 klo 09.09.19 ap.,-9.505,97.729,,
4985,11.21.20 klo 09.39.19 ap.,-9.205,97.900,,
4986,11.21.20 klo 10.09.19 ap.,-8.990,97.998,,
4987,11.21.20 klo 10.39.19 ap.,-8.948,98.071,,
4988,11.21.20 klo 11.09.19 ap.,-9.119,97.973,,
4989,11.21.20 klo 11.39.19 ap.,-8.733,98.266,,
4990,11.21.20 klo 12.09.19 ip.,-8.733,98.315,,
4991,11.21.20 klo 12.39.19 ip.,-8.647,98.193,,
4992,11.21.20 klo 01.09.19 ip.,-8.776,98.095,,
4993,11.21.20 klo 01.39.19 ip.,-8.519,98.388,,
4994,11.21.20 klo 02.09.19 ip.,-8.433,98.437,,
4995,11.21.20 klo 02.39.19 ip.,-8.390,98.437,,
4996,11.21.20 klo 03.09.19 ip.,-8.175,98.730,,
4997,11.21.20 klo 03.39.19 ip.,-7.961,98.828,,
4998,11.21.20 klo 04.09.19 ip.,-7.703,99.023,,
4999,11.21.20 klo 04.39.19 ip.,-7.360,99.194,,
5000,11.21.20 klo 05.09.19 ip.,-7.103,99.414,,
5001,11.21.20 klo 05.39.19 ip.,-6.974,99.487,,
5002,11.21.20 klo 06.09.19 ip.,-6.931,99.487,,
5003,11.21.20 klo 06.39.19 ip.,-6.888,99.487,,
5004,11.21.20 klo 07.09.19 ip.,-6.802,99.560,,
5005,11.21.20 klo 07.39.19 ip.,-6.760,99.634,,
5006,11.21.20 klo 08.09.19 ip.,-6.717,99.683,,
5007,11.21.20 klo 08.39.19 ip.,-6.760,99.634,,
5008,11.21.20 klo 09.09.19 ip.,-6.674,99.658,,
5009,11.21.20 klo 09.39.19 ip.,-6.588,99.756,,
5010,11.21.20 klo 10.09.19 ip.,-6.545,99.805,,
5011,11.21.20 klo 10.39.19 ip.,-6.502,99.829,,
5012,11.21.20 klo 11.09.19 ip.,-6.459,99.853,,
5013,11.21.20 klo 11.39.19 ip.,-6.373,99.951,,
5014,11.22.20 klo 12.09.19 ap.,-6.331,99.878,,
5015,11.22.20 klo 12.39.19 ap.,-6.331,99.878,,
5016,11.22.20 klo 01.09.19 ap.,-6.245,99.976,,
5017,11.22.20 klo 01.39.19 ap.,-6.288,99.951,,
5018,11.22.20 klo 02.09.19 ap.,-6.459,99.829,,
5019,11.22.20 klo 02.39.19 ap.,-6.631,99.707,,
5020,11.22.20 klo 03.09.19 ap.,-6.545,99.805,,
5021,11.22.20 klo 03.39.19 ap.,-6.502,99.853,,
5022,11.22.20 klo 04.09.19 ap.,-6.459,99.853,,
5023,11.22.20 klo 04.39.19 ap.,-6.416,99.878,,
5024,11.22.20 klo 05.09.19 ap.,-6.459,99.829,,
5025,11.22.20 klo 05.39.19 ap.,-7.060,99.463,,
5026,11.22.20 klo 06.09.19 ap.,-6.888,99.658,,
5027,11.22.20 klo 06.39.19 ap.,-6.760,99.609,,
5028,11.22.20 klo 07.09.19 ap.,-6.974,99.389,,
5029,11.22.20 klo 07.39.19 ap.,-7.189,99.365,,
5030,11.22.20 klo 08.09.19 ap.,-7.360,99.341,,
5031,11.22.20 klo 08.39.19 ap.,-6.888,99.585,,
5032,11.22.20 klo 09.09.19 ap.,-6.760,99.683,,
5033,11.22.20 klo 09.39.19 ap.,-6.674,99.756,,
5034,11.22.20 klo 10.09.19 ap.,-6.588,99.683,,
5035,11.22.20 klo 10.39.19 ap.,-6.760,99.707,,
5036,11.22.20 klo 11.09.19 ap.,-6.717,99.683,,
5037,11.22.20 klo 11.39.19 ap.,-6.631,99.731,,
5038,11.22.20 klo 12.09.19 ip.,-6.545,99.756,,
5039,11.22.20 klo 12.39.19 ip.,-6.245,100.000,,
5040,11.22.20 klo 01.09.19 ip.,-5.902,100.000,,
5041,11.22.20 klo 01.39.19 ip.,-5.902,100.000,,
5042,11.22.20 klo 02.09.19 ip.,-5.601,100.000,,
5043,11.22.20 klo 02.39.19 ip.,-5.215,100.000,,
5044,11.22.20 klo 03.09.19 ip.,-5.044,100.000,,
5045,11.22.20 klo 03.39.19 ip.,-4.958,100.000,,
5046,11.22.20 klo 04.09.19 ip.,-5.001,100.000,,
5047,11.22.20 klo 04.39.19 ip.,-4.958,100.000,,
5048,11.22.20 klo 05.09.19 ip.,-5.044,100.000,,
5049,11.22.20 klo 05.39.19 ip.,-5.086,100.000,,
5050,11.22.20 klo 06.09.19 ip.,-5.086,100.000,,
5051,11.22.20 klo 06.39.19 ip.,-5.172,100.000,,
5052,11.22.20 klo 07.09.19 ip.,-5.301,100.000,,
5053,11.22.20 klo 07.39.19 ip.,-5.301,100.000,,
5054,11.22.20 klo 08.09.19 ip.,-5.430,100.000,,
5055,11.22.20 klo 08.39.19 ip.,-5.430,100.000,,
5056,11.22.20 klo 09.09.19 ip.,-5.644,100.000,,
5057,11.22.20 klo 09.39.19 ip.,-6.030,100.000,,
5058,11.22.20 klo 10.09.19 ip.,-6.331,99.927,,
5059,11.22.20 klo 10.39.19 ip.,-6.674,99.658,,
5060,11.22.20 klo 11.09.19 ip.,-7.146,99.438,,
5061,11.22.20 klo 11.39.19 ip.,-6.373,100.000,,
5062,11.23.20 klo 12.09.19 ap.,-6.159,100.000,,
5063,11.23.20 klo 12.39.19 ap.,-5.944,100.000,,
5064,11.23.20 klo 01.09.19 ap.,-5.430,100.000,,
5065,11.23.20 klo 01.39.19 ap.,-4.958,100.000,,
5066,11.23.20 klo 02.09.19 ap.,-4.743,100.000,,
5067,11.23.20 klo 02.39.19 ap.,-4.786,100.000,,
5068,11.23.20 klo 03.09.19 ap.,-4.657,100.000,,
5069,11.23.20 klo 03.39.19 ap.,-4.443,100.000,,
5070,11.23.20 klo 04.09.19 ap.,-4.400,100.000,,
5071,11.23.20 klo 04.39.19 ap.,-4.486,100.000,,
5072,11.23.20 klo 05.09.19 ap.,-4.529,100.000,,
5073,11.23.20 klo 05.39.19 ap.,-4.657,100.000,,
5074,11.23.20 klo 06.09.19 ap.,-4.786,100.000,,
5075,11.23.20 klo 06.39.19 ap.,-4.786,100.000,,
5076,11.23.20 klo 07.09.19 ap.,-4.529,100.000,,
5077,11.23.20 klo 07.39.19 ap.,-4.572,100.000,,
5078,11.23.20 klo 08.09.19 ap.,-4.400,100.000,,
5079,11.23.20 klo 08.39.19 ap.,-4.400,100.000,,
5080,11.23.20 klo 09.09.19 ap.,-4.271,100.000,,
5081,11.23.20 klo 09.39.19 ap.,-4.186,100.000,,
5082,11.23.20 klo 10.09.19 ap.,-4.228,100.000,,
5083,11.23.20 klo 10.39.19 ap.,-4.100,100.000,,
5084,11.23.20 klo 11.09.19 ap.,-3.928,100.000,,
5085,11.23.20 klo 11.39.19 ap.,-3.928,100.000,,
5086,11.23.20 klo 12.09.19 ip.,-3.971,100.000,,
5087,11.23.20 klo 12.39.19 ip.,-3.971,100.000,,
5088,11.23.20 klo 01.09.19 ip.,-4.143,100.000,,
5089,11.23.20 klo 01.39.19 ip.,-4.314,100.000,,
5090,11.23.20 klo 02.09.19 ip.,-4.529,100.000,,
5091,11.23.20 klo 02.39.19 ip.,-4.572,100.000,,
5092,11.23.20 klo 03.09.19 ip.,-4.529,100.000,,
5093,11.23.20 klo 03.39.19 ip.,-4.443,100.000,,
5094,11.23.20 klo 04.09.19 ip.,-4.357,100.000,,
5095,11.23.20 klo 04.39.19 ip.,-5.172,100.000,,
5096,11.23.20 klo 05.09.19 ip.,-4.529,100.000,,
5097,11.23.20 klo 05.39.19 ip.,-4.057,100.000,,
5098,11.23.20 klo 06.09.19 ip.,-4.786,100.000,,
5099,11.23.20 klo 06.39.19 ip.,-5.086,100.000,,
5100,11.23.20 klo 07.09.19 ip.,-4.958,100.000,,
5101,11.23.20 klo 07.39.19 ip.,-4.915,100.000,,
5102,11.23.20 klo 08.09.19 ip.,-5.687,100.000,,
5103,11.23.20 klo 08.39.19 ip.,-5.859,100.000,,
5104,11.23.20 klo 09.09.19 ip.,-5.301,100.000,,
5105,11.23.20 klo 09.39.19 ip.,-4.958,100.000,,
5106,11.23.20 klo 10.09.19 ip.,-5.344,100.000,,
5107,11.23.20 klo 10.39.19 ip.,-5.816,100.000,,
5108,11.23.20 klo 11.09.19 ip.,-5.859,100.000,,
5109,11.23.20 klo 11.39.19 ip.,-6.416,100.000,,
5110,11.24.20 klo 12.09.19 ap.,-5.644,100.000,,
5111,11.24.20 klo 12.39.19 ap.,-5.172,100.000,,
5112,11.24.20 klo 01.09.19 ap.,-5.301,100.000,,
5113,11.24.20 klo 01.39.19 ap.,-5.430,100.000,,
5114,11.24.20 klo 02.09.19 ap.,-5.473,100.000,,
5115,11.24.20 klo 02.39.19 ap.,-5.515,100.000,,
5116,11.24.20 klo 03.09.19 ap.,-5.515,100.000,,
5117,11.24.20 klo 03.39.19 ap.,-5.515,100.000,,
5118,11.24.20 klo 04.09.19 ap.,-5.644,100.000,,
5119,11.24.20 klo 04.39.19 ap.,-5.473,100.000,,
5120,11.24.20 klo 05.09.19 ap.,-5.430,100.000,,
5121,11.24.20 klo 05.39.19 ap.,-6.288,100.000,,
5122,11.24.20 klo 06.09.19 ap.,-7.103,99.585,,
5123,11.24.20 klo 06.39.19 ap.,-8.004,98.852,,
5124,11.24.20 klo 07.09.19 ap.,-9.076,98.193,,
5125,11.24.20 klo 07.39.19 ap.,-8.776,98.437,,
5126,11.24.20 klo 08.09.19 ap.,-8.819,98.217,,
5127,11.24.20 klo 08.39.19 ap.,-8.948,98.364,,
5128,11.24.20 klo 09.09.19 ap.,-9.205,97.949,,
5129,11.24.20 klo 09.39.19 ap.,-9.505,97.949,,
5130,11.24.20 klo 10.09.19 ap.,-9.419,98.168,,
5131,11.24.20 klo 10.39.19 ap.,-10.878,96.752,,
5132,11.24.20 klo 11.09.19 ap.,-9.291,98.046,,
5133,11.24.20 klo 11.39.19 ap.,-9.205,98.168,,
5134,11.24.20 klo 12.09.19 ip.,-9.076,98.120,,
5135,11.24.20 klo 12.39.19 ip.,-9.162,97.973,,
5136,11.24.20 klo 01.09.19 ip.,-10.020,97.460,,
5137,11.24.20 klo 01.39.19 ip.,-9.634,97.753,,
5138,11.24.20 klo 02.09.19 ip.,-9.076,98.095,,
5139,11.24.20 klo 02.39.19 ip.,-8.433,98.510,,
5140,11.24.20 klo 03.09.19 ip.,-8.733,98.242,,
5141,11.24.20 klo 03.39.19 ip.,-9.462,97.778,,
5142,11.24.20 klo 04.09.19 ip.,-8.433,98.486,,
5143,11.24.20 klo 04.39.19 ip.,-8.519,98.486,,
5144,11.24.20 klo 05.09.19 ip.,-7.961,98.828,,
5145,11.24.20 klo 05.39.19 ip.,-7.618,99.072,,
5146,11.24.20 klo 06.09.19 ip.,-7.618,99.023,,
5147,11.24.20 klo 06.39.19 ip.,-7.317,99.292,,
5148,11.24.20 klo 07.09.19 ip.,-7.446,99.145,,
5149,11.24.20 klo 07.39.19 ip.,-7.532,99.170,,
5150,11.24.20 klo 08.09.19 ip.,-7.532,99.096,,
5151,11.24.20 klo 08.39.19 ip.,-7.403,99.194,,
5152,11.24.20 klo 09.09.19 ip.,-7.189,99.414,,
5153,11.24.20 klo 09.39.19 ip.,-7.017,99.463,,
5154,11.24.20 klo 10.09.19 ip.,-7.103,99.414,,
5155,11.24.20 klo 10.39.19 ip.,-7.575,99.096,,
5156,11.24.20 klo 11.09.19 ip.,-7.961,98.803,,
5157,11.24.20 klo 11.39.19 ip.,-8.304,98.559,,
5158,11.25.20 klo 12.09.19 ap.,-8.647,98.388,,
5159,11.25.20 klo 12.39.19 ap.,-8.819,98.217,,
5160,11.25.20 klo 01.09.19 ap.,-8.347,98.462,,
5161,11.25.20 klo 01.39.19 ap.,-8.433,98.510,,
5162,11.25.20 klo 02.09.19 ap.,-8.304,98.657,,
5163,11.25.20 klo 02.39.19 ap.,-8.218,98.657,,
5164,11.25.20 klo 03.09.19 ap.,-8.175,98.706,,
5165,11.25.20 klo 03.39.19 ap.,-8.175,98.681,,
5166,11.25.20 klo 04.09.19 ap.,-8.433,98.608,,
5167,11.25.20 klo 04.39.19 ap.,-8.390,98.584,,
5168,11.25.20 klo 05.09.19 ap.,-8.647,98.364,,
5169,11.25.20 klo 05.39.19 ap.,-8.604,98.388,,
5170,11.25.20 klo 06.09.19 ap.,-8.862,98.291,,
5171,11.25.20 klo 06.39.19 ap.,-8.304,98.681,,
5172,11.25.20 klo 07.09.19 ap.,-7.618,99.170,,
5173,11.25.20 klo 07.39.19 ap.,-7.746,99.023,,
5174,11.25.20 klo 08.09.19 ap.,-7.660,99.096,,
5175,11.25.20 klo 08.39.19 ap.,-7.575,99.170,,
5176,11.25.20 klo 09.09.19 ap.,-7.403,99.267,,
5177,11.25.20 klo 09.39.19 ap.,-7.489,99.023,,
5178,11.25.20 klo 10.09.19 ap.,-7.231,99.096,,
5179,11.25.20 klo 10.39.19 ap.,-8.089,98.755,,
5180,11.25.20 klo 11.09.19 ap.,-7.832,99.145,,
5181,11.25.20 klo 11.39.19 ap.,-8.390,98.388,,
5182,11.25.20 klo 12.09.19 ip.,-8.390,98.535,,
5183,11.25.20 klo 12.39.19 ip.,-7.832,98.828,,
5184,11.25.20 klo 01.09.19 ip.,-8.304,98.584,,
5185,11.25.20 klo 01.39.19 ip.,-8.819,97.973,,
5186,11.25.20 klo 02.09.19 ip.,-8.261,98.877,,
5187,11.25.20 klo 02.39.19 ip.,-9.291,97.924,,
5188,11.25.20 klo 03.09.19 ip.,-9.677,97.827,,
5189,11.25.20 klo 03.39.19 ip.,-9.334,97.851,,
5190,11.25.20 klo 04.09.19 ip.,-9.119,98.120,,
5191,11.25.20 klo 04.39.19 ip.,-9.033,98.120,,
5192,11.25.20 klo 05.09.19 ip.,-9.076,98.022,,
5193,11.25.20 klo 05.39.19 ip.,-8.948,98.120,,
5194,11.25.20 klo 06.09.19 ip.,-8.132,98.755,,
5195,11.25.20 klo 06.39.19 ip.,-7.146,99.194,,
5196,11.25.20 klo 07.09.19 ip.,-7.489,99.145,,
5197,11.25.20 klo 07.39.19 ip.,-7.274,99.243,,
5198,11.25.20 klo 08.09.19 ip.,-7.575,99.121,,
5199,11.25.20 klo 08.39.19 ip.,-7.403,99.292,,
5200,11.25.20 klo 09.09.19 ip.,-7.360,99.194,,
5201,11.25.20 klo 09.39.19 ip.,-7.231,99.316,,
5202,11.25.20 klo 10.09.19 ip.,-7.017,99.463,,
5203,11.25.20 klo 10.39.19 ip.,-6.588,99.902,,
5204,11.25.20 klo 11.09.19 ip.,-6.331,99.902,,
5205,11.25.20 klo 11.39.19 ip.,-6.288,99.927,,
5206,11.26.20 klo 12.09.19 ap.,-6.331,99.976,,
5207,11.26.20 klo 12.39.19 ap.,-6.588,99.780,,
5208,11.26.20 klo 01.09.19 ap.,-6.588,99.780,,
5209,11.26.20 klo 01.39.19 ap.,-6.974,99.512,,
5210,11.26.20 klo 02.09.19 ap.,-7.103,99.438,,
5211,11.26.20 klo 02.39.19 ap.,-6.974,99.585,,
5212,11.26.20 klo 03.09.19 ap.,-6.545,99.658,,
5213,11.26.20 klo 03.39.19 ap.,-7.403,99.194,,
5214,11.26.20 klo 04.09.19 ap.,-7.060,99.487,,
5215,11.26.20 klo 04.39.19 ap.,-7.961,98.681,,
5216,11.26.20 klo 05.09.19 ap.,-8.905,98.364,,
5217,11.26.20 klo 05.39.19 ap.,-8.519,98.486,,
5218,11.26.20 klo 06.09.19 ap.,-8.604,98.681,,
5219,11.26.20 klo 06.39.19 ap.,-8.647,98.462,,
5220,11.26.20 klo 07.09.19 ap.,-7.575,99.414,,
5221,11.26.20 klo 07.39.19 ap.,-8.047,98.974,,
5222,11.26.20 klo 08.09.19 ap.,-8.433,98.559,,
5223,11.26.20 klo 08.39.19 ap.,-8.347,98.730,,
5224,11.26.20 klo 09.09.19 ap.,-8.089,98.803,,
5225,11.26.20 klo 09.39.19 ap.,-7.961,98.828,,
5226,11.26.20 klo 10.09.19 ap.,-9.033,97.973,,
5227,11.26.20 klo 10.39.19 ap.,-9.548,97.900,,
5228,11.26.20 klo 11.09.19 ap.,-8.862,98.339,,
5229,11.26.20 klo 11.39.19 ap.,-9.033,98.022,,
5230,11.26.20 klo 12.09.19 ip.,-9.033,98.095,,
5231,11.26.20 klo 12.39.19 ip.,-7.918,98.755,,
5232,11.26.20 klo 01.09.19 ip.,-7.746,98.877,,
5233,11.26.20 klo 01.39.19 ip.,-7.060,99.512,,
5234,11.26.20 klo 02.09.19 ip.,-7.317,99.243,,
5235,11.26.20 klo 02.39.19 ip.,-7.274,99.292,,
5236,11.26.20 klo 03.09.19 ip.,-8.004,98.828,,
5237,11.26.20 klo 03.39.19 ip.,-7.746,98.926,,
5238,11.26.20 klo 04.09.19 ip.,-7.746,98.950,,
5239,11.26.20 klo 04.39.19 ip.,-7.231,99.292,,
5240,11.26.20 klo 05.09.19 ip.,-7.489,99.121,,
5241,11.26.20 klo 05.39.19 ip.,-7.703,99.121,,
5242,11.26.20 klo 06.09.19 ip.,-7.446,99.219,,
5243,11.26.20 klo 06.39.19 ip.,-7.317,99.243,,
5244,11.26.20 klo 07.09.19 ip.,-7.317,99.243,,
5245,11.26.20 klo 07.39.19 ip.,-7.789,99.048,,
5246,11.26.20 klo 08.09.19 ip.,-7.274,99.341,,
